"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, child only persons data, and Supplemental Security Income data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Procedural_Denials,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons,EBT_FSP_dollars,EBT_SNB_dollars,EBT_TNB_dollars,All_GCF_apps_submit,SSA_GCF_apps_submit,CfA_GCF_apps_submit,CBO_GCF_apps_submit,Continuing CalFresh SSI Persons Unaided in the Household - No Reversal Determination Yet,Continuing CalFresh Cases with at Least One SSI Person Unaided in the Household - No Reversal Determination Yet,New Apps with at Least Some SSI - Approved,New Apps with at Least Some SSI - Denied,SSI Persons in New Apps Disposed,Average Age of SSI Persons Newly Applying,SNB Determination - Approved Cases,Active TNB Cases,SSI Disposed HH Language - English,SSI Disposed HH Language - Spanish,SSI Disposed HH Language - Armenian,SSI Disposed HH Language - Korean,SSI Disposed HH Language - Russian,SSI Disposed HH Language - Cantonese,SSI Disposed HH Language - Vietnamese,SSI Disposed HH Language - Farsi,SSI Disposed HH Language - Cambodian,SSI Disposed HH Language - Mandarin,SSI Disposed HH Language - Other, SSI Person Race/Ethnicity - American Indian or Alaska Native, SSI Person Race/Ethnicity - Black or African American, SSI Person Race/Ethnicity - Other, SSI Person Race/Ethnicity - Unknown, SSI Person Race/Ethnicity - White, SSI Person Race/Ethnicity - More Than One Race/Ethnicity, SSI Person Race/Ethnicity - Hispanic, SSI Person Race/Ethnicity - Asian, SSI Person Race/Ethnicity - Native Hawaiian or Other Pacific Islander
Riverside,US-06065,-115.0250859,33.752845,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.047,,,,,,,122242.0,269902.0,,,,,,,,,,,,839709.0,0.996907552083,0.945127504554,2189.0,31.0,0.323,0.0554,10426.0,2851.0,13425.0,30660.0,35604656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.043,,,,,,,98777.0,206532.0,,,,,,,,,,,,557853.0,0.993506493506,0.992311635059,1592.0,32.0,0.469,0.0525,7898.0,2148.0,7879.0,15915.0,29035912.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,US-06069,-121.2131455,36.5928495,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.056,,,,,,,2289.0,5113.0,,,,,,,,,,,,18961.0,0.988636363636,0.95,48.0,62.0,0.323,0.0802,146.0,28.0,309.0,743.0,663263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.045,,,,,,,166644.0,363035.0,,,,,,,,,,,,886959.0,0.995608966952,0.951577526573,1860.0,40.0,0.275,0.0333,12413.0,3329.0,17871.0,38951.0,49006403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,US-06073,-116.693716,33.019645,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.037,,,,,,,133562.0,268428.0,,,,,,,,,,,,896994.0,0.980679546969,0.970860314524,7.0,51.0,0.431,0.0218,10863.0,3777.0,13253.0,27727.0,35567240.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.027,,,,,,,34069.0,50907.0,,,,,,,,,,,,222616.0,0.990112063283,0.933158584535,484.0,9.0,0.333,0.0757,2793.0,833.0,3530.0,5794.0,7258873.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.063,,,,,,,48782.0,108347.0,,,,,,,,,,,,298668.0,0.984087518647,0.926365795724,452.0,11.0,0.091,0.0413,3072.0,1099.0,6276.0,13685.0,14287675.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.031,,,,,,,9671.0,17216.0,,,,,,,,,,,,60987.0,0.976744186047,0.97265625,118.0,62.0,0.323,0.0802,794.0,199.0,1016.0,2151.0,2335497.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.025,,,,,,,13714.0,26382.0,,,,,,,,,,,,152117.0,0.975238095238,0.876876876877,0.0,62.0,0.323,0.0802,1077.0,216.0,3006.0,6073.0,3392868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.037,,,,,,,18905.0,38800.0,,,,,,,,,,,,148167.0,0.975247524752,0.945337620579,208.0,62.0,0.323,0.0802,1365.0,370.0,4465.0,10394.0,5282805.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.03,,,,,,,47569.0,92733.0,,,,,,,,,,,,433431.0,0.99266951741,0.98381294964,499.0,14.0,0.357,0.0394,2854.0,613.0,8216.0,17046.0,12433823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.051,,,,,,,14839.0,26721.0,,,,,,,,,,,,79276.0,0.977099236641,0.982683982684,129.0,62.0,0.323,0.0802,904.0,308.0,2416.0,5184.0,3641409.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,US-06089,-122.0883555,40.735175,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.053,,,,,,,12419.0,23195.0,,,,,,,,,,,,63724.0,0.944153577661,0.980392156863,302.0,62.0,0.323,0.0802,1079.0,246.0,520.0,831.0,3073388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,US-06091,-120.0617973,39.58418,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.059,,,,,,,162.0,266.0,,,,,,,,,,,,832.0,1.0,1.0,1.0,62.0,0.323,0.0802,2.0,0.0,3.0,*,36225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.063,,,,,,,3116.0,6490.0,,,,,,,,,,,,19066.0,0.992700729927,0.887755102041,66.0,62.0,0.323,0.0802,230.0,63.0,154.0,281.0,850777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,US-06095,-121.6688337,38.2894915,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.044,,,,,,,21136.0,39676.0,,,,,,,,,,,,122446.0,0.96511627907,0.958904109589,258.0,8.0,0.5,0.0057,1558.0,417.0,1967.0,3977.0,5507801.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.03,,,,,,,17348.0,30594.0,,,,,,,,,,,,129438.0,0.979545454545,0.885085574572,291.0,62.0,0.323,0.0802,951.0,344.0,2713.0,5761.0,4058910.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.072,,,,,,,39732.0,83137.0,,,,,,,,,,,,249817.0,0.987124463519,0.942519019442,370.0,9.0,0.556,0.0487,2837.0,670.0,4522.0,10002.0,11072112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,US-06101,-121.714735,39.02038,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.084,,,,,,,5609.0,12819.0,,,,,,,,,,,,43026.0,0.984693877551,0.965753424658,91.0,62.0,0.323,0.0802,385.0,131.0,589.0,1348.0,1687328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,US-06103,-122.6595518,40.125305,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.061,,,,,,,4341.0,9396.0,,,,,,,,,,,,27330.0,0.94623655914,0.937062937063,126.0,62.0,0.323,0.0802,358.0,40.0,399.0,897.0,1207049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,US-06105,-123.5069171,40.672495,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.054,,,,,,,968.0,1716.0,,,,,,,,,,,,4939.0,0.981132075472,0.75,23.0,62.0,0.323,0.0802,81.0,5.0,27.0,43.0,241692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,US-06107,-119.0889841,36.266965,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.093,,,,,,,51369.0,119304.0,,,,,,,,,,,,257450.0,0.990531299316,0.923392612859,88.0,13.0,0.385,0.0457,2465.0,324.0,7632.0,18242.0,15932479.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.05,,,,,,,2921.0,5122.0,,,,,,,,,,,,14247.0,0.993421052632,0.913461538462,43.0,62.0,0.323,0.0802,197.0,43.0,87.0,146.0,675222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,US-06111,-119.0838699,34.47326,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.039,,,,,,,35666.0,70912.0,,,,,,,,,,,,235622.0,0.993308550186,0.959595959596,393.0,12.0,0.167,0.0658,2738.0,439.0,6075.0,14090.0,9497226.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,US-06113,-121.9008022,38.619495,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.044,,,,,,,10091.0,19311.0,,,,,,,,,,,,59386.0,0.902380952381,0.972440944882,141.0,62.0,0.323,0.0802,721.0,58.0,874.0,1776.0,2650234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,US-06115,-121.499162,39.278915,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.069,,,,,,,5951.0,12941.0,,,,,,,,,,,,32745.0,0.996539792388,0.953917050691,49.0,62.0,0.323,0.0802,434.0,88.0,449.0,942.0,1727679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,,,,,June,42887.0,2017.0,2017.0,2016/17,0.048,244566.0,1727483.0,2095.0,17343.0,246661.0,1744826.0,1991487.0,4112043.0,627795.0,3438948.0,4066743.0,6949.0,38351.0,45300.0,634744.0,3477299.0,555970033.0,5232368.0,561202401.0,13384108.0,0.987069541587,0.942777974076,20011.0,696.0,0.395,0.0646,143718.0,37229.0,271374.0,583629.0,561470586.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,US-06001,-121.7871814,37.680185,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.038,,,,,,,57141.0,108000.0,,,,,,,,,,,,434578.0,n/a,n/a,768.0,18.0,0.444,0.0335,4980.0,1448.0,6754.0,13231.0,15368643.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,US-06003,-120.0354892,38.6301005,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.087,,,,,,,79.0,139.0,,,,,,,,,,,,323.0,1.0,1.0,0.0,66.0,0.318,0.0646,4.0,1.0,3.0,*,16678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,US-06005,-120.238969,38.46328,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,1653.0,3006.0,,,,,,,,,,,,8205.0,0.935064935065,0.964285714286,16.0,66.0,0.318,0.0646,113.0,17.0,40.0,71.0,396063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,US-06007,-121.5660076,39.723785,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.059,,,,,,,16843.0,31147.0,,,,,,,,,,,,83026.0,0.940860215054,0.968518518519,308.0,66.0,0.318,0.0646,1294.0,466.0,765.0,1318.0,4240498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.047,,,,,,,2807.0,5046.0,,,,,,,,,,,,12141.0,1.0,0.932692307692,18.0,66.0,0.318,0.0646,197.0,35.0,62.0,115.0,675317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,US-06011,-122.4386143,39.169245,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.12,,,,,,,702.0,1586.0,,,,,,,,,,,,9084.0,0.958333333333,0.933333333333,19.0,66.0,0.318,0.0646,60.0,6.0,115.0,260.0,192149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.04,,,,,,,31398.0,62682.0,,,,,,,,,,,,272436.0,0.980483271375,0.991983967936,516.0,12.0,0.333,0.0584,2197.0,579.0,4402.0,8992.0,8776338.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,US-06015,-123.719458,41.6908155,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.063,,,,,,,2586.0,5313.0,,,,,,,,,,,,11972.0,1.0,0.955882352941,41.0,66.0,0.318,0.0646,178.0,12.0,103.0,191.0,695497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,US-06017,-120.4259625,38.78496,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.044,,,,,,,6914.0,12254.0,,,,,,,,,,,,39106.0,0.994832041344,0.989130434783,127.0,66.0,0.318,0.0646,573.0,103.0,348.0,704.0,1624201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,US-06019,-120.862059,36.74633,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.081,,,,,,,96848.0,223824.0,,,,,,,,,,,,493455.0,0.955437312936,0.967741935484,582.0,33.0,0.424,0.0358,4972.0,1752.0,12684.0,28796.0,29944553.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,US-06021,-122.1147288,39.591764,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.076,,,,,,,1502.0,3424.0,,,,,,,,,,,,12401.0,0.978723404255,0.958904109589,37.0,66.0,0.318,0.0646,150.0,24.0,178.0,376.0,414813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,US-06023,-123.959972,40.73356,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.044,,,,,,,12156.0,20524.0,,,,,,,,,,,,55582.0,0.996428571429,0.968899521531,270.0,66.0,0.318,0.0646,1020.0,230.0,519.0,1007.0,2847420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,US-06025,-115.058652,33.02615,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.188,,,,,,,17175.0,41625.0,,,,,,,,,,,,94945.0,0.975734355045,0.953191489362,153.0,66.0,0.318,0.0646,1215.0,150.0,858.0,1707.0,5218565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,US-06027,-117.7797286,36.626,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.041,,,,,,,1018.0,1942.0,,,,,,,,,,,,5521.0,1.0,0.787878787879,6.0,66.0,0.318,0.0646,60.0,1.0,55.0,118.0,251516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,US-06029,-118.4426011,35.29441,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.092,,,,,,,69012.0,160089.0,,,,,,,,,,,,415275.0,0.990534521158,0.939050936003,810.0,17.0,0.235,0.0174,5729.0,1781.0,9564.0,22208.0,21064831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,US-06031,-119.6135104,36.138775,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.087,,,,,,,10610.0,23969.0,,,,,,,,,,,,57614.0,0.994736842105,0.954198473282,97.0,66.0,0.318,0.0646,865.0,152.0,1212.0,2821.0,3037758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,US-06033,-122.9624445,39.124455,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.055,,,,,,,6388.0,11854.0,,,,,,,,,,,,32726.0,0.928838951311,0.892045454545,67.0,66.0,0.318,0.0646,411.0,46.0,350.0,711.0,1603556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,US-06035,-120.2636913,40.446085,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.053,,,,,,,1598.0,3162.0,,,,,,,,,,,,8066.0,0.857142857143,0.788732394366,7.0,66.0,0.318,0.0646,110.0,8.0,80.0,153.0,433864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,US-06037,-117.9879672,34.26394,LRS,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,531794.0,1068841.0,,,,,,,,,,,,3980822.0,0.991079116867,0.916999029859,4481.0,259.0,0.463,0.115,35694.0,7514.0,87895.0,183776.0,153244668.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,US-06039,-119.84174,37.27052,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.079,,,,,,,11544.0,27982.0,,,,,,,,,,,,70487.0,0.994858611825,0.979253112033,85.0,66.0,0.318,0.0646,593.0,110.0,2618.0,6366.0,3674025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,US-06041,-122.870429,38.068145,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.03,,,,,,,5942.0,9819.0,,,,,,,,,,,,47648.0,0.974452554745,0.966480446927,69.0,66.0,0.318,0.0646,429.0,119.0,1110.0,2020.0,1364476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,US-06043,-119.6495595,37.543615,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.049,,,,,,,1027.0,1835.0,,,,,,,,,,,,4804.0,0.8,0.758620689655,20.0,66.0,0.318,0.0646,79.0,11.0,19.0,39.0,245941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,US-06045,-123.5709822,39.380655,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.042,,,,,,,6329.0,11777.0,,,,,,,,,,,,41780.0,0.945054945055,0.937254901961,41.0,66.0,0.318,0.0646,488.0,62.0,492.0,1093.0,1641198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,US-06047,-120.1246993,37.18687,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.091,,,,,,,23660.0,54748.0,,,,,,,,,,,,140371.0,0.99209039548,0.983948635634,265.0,5.0,0.0,0.0322,1613.0,289.0,3393.0,7966.0,7113194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,US-06049,-120.1993372,41.590546,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.068,,,,,,,538.0,1137.0,,,,,,,,,,,,3177.0,1.0,1.0,4.0,66.0,0.318,0.0646,36.0,3.0,34.0,66.0,153161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,US-06051,-118.7402371,38.0878955,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,399.0,679.0,,,,,,,,,,,,3733.0,0.978723404255,0.967741935484,7.0,66.0,0.318,0.0646,56.0,17.0,53.0,112.0,95826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,US-06053,-120.9044897,36.35433,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.056,,,,,,,21073.0,46439.0,,,,,,,,,,,,186395.0,0.996511627907,0.953722334004,158.0,6.0,0.333,0.03,1482.0,390.0,6257.0,14414.0,6035231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,US-06055,-122.5128064,38.509635,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.035,,,,,,,3222.0,6398.0,,,,,,,,,,,,32575.0,0.9765625,0.956043956044,69.0,66.0,0.318,0.0646,282.0,80.0,635.0,1370.0,788191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,US-06057,-120.3163119,39.266135,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.041,,,,,,,4148.0,7119.0,,,,,,,,,,,,25088.0,0.862244897959,0.85401459854,65.0,66.0,0.318,0.0646,314.0,96.0,114.0,207.0,974756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,US-06059,-117.8002615,33.66707,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.037,,,,,,,116037.0,234962.0,,,,,,,,,,,,895545.0,0.997804829375,0.998094512195,846.0,38.0,0.368,0.0629,7310.0,1767.0,23900.0,52849.0,31475548.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,US-06061,-120.7858989,39.013999,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.04,,,,,,,8726.0,16164.0,,,,,,,,,,,,62608.0,1.0,0.909547738693,200.0,66.0,0.318,0.0646,652.0,269.0,584.0,1211.0,2075309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,US-06063,-121.1037321,40.0234855,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.07,,,,,,,1135.0,2071.0,,,,,,,,,,,,6476.0,0.928571428571,0.884615384615,16.0,66.0,0.318,0.0646,72.0,12.0,43.0,73.0,276439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,US-06065,-115.0250859,33.752845,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.054,,,,,,,122275.0,269873.0,,,,,,,,,,,,836921.0,0.996109607578,0.930611281567,2407.0,32.0,0.344,0.0495,10753.0,2969.0,13273.0,30312.0,35501674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,98582.0,206394.0,,,,,,,,,,,,554486.0,0.993236714976,0.993493493493,1484.0,34.0,0.471,0.0465,8179.0,2254.0,7867.0,15881.0,28993902.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,US-06069,-121.2131455,36.5928495,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.056,,,,,,,2244.0,5021.0,,,,,,,,,,,,18844.0,0.974358974359,0.981481481481,33.0,66.0,0.318,0.0646,147.0,33.0,299.0,710.0,644119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.052,,,,,,,166694.0,363138.0,,,,,,,,,,,,884413.0,0.992914391915,0.95762282627,1806.0,42.0,0.286,0.0364,12569.0,3423.0,17704.0,38619.0,49019312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,US-06073,-116.693716,33.019645,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.042,,,,,,,133304.0,267684.0,,,,,,,,,,,,895591.0,0.98021760633,0.974190520882,5.0,53.0,0.415,0.0272,11554.0,4345.0,13138.0,27472.0,35423090.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.031,,,,,,,34088.0,50807.0,,,,,,,,,,,,221786.0,0.981645139361,0.915474642393,481.0,10.0,0.3,0.0747,2799.0,899.0,3468.0,5685.0,7285828.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.068,,,,,,,48610.0,107840.0,,,,,,,,,,,,298583.0,0.981047381546,0.937073540561,451.0,12.0,0.083,0.0381,3225.0,1140.0,6185.0,13515.0,14179692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.036,,,,,,,9608.0,17037.0,,,,,,,,,,,,60723.0,0.97542997543,0.99604743083,143.0,66.0,0.318,0.0646,694.0,135.0,1001.0,2104.0,2318968.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.029,,,,,,,13636.0,26186.0,,,,,,,,,,,,151645.0,0.983333333333,0.876876876877,0.0,66.0,0.318,0.0646,1034.0,218.0,2963.0,5974.0,3358661.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.042,,,,,,,18503.0,37821.0,,,,,,,,,,,,147651.0,0.984713375796,0.937716262976,189.0,66.0,0.318,0.0646,1310.0,380.0,4131.0,9600.0,5113259.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.034,,,,,,,47284.0,92106.0,,,,,,,,,,,,430830.0,0.991666666667,0.983576642336,487.0,15.0,0.4,0.0417,2972.0,724.0,8152.0,16982.0,12287576.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.049,,,,,,,14653.0,26228.0,,,,,,,,,,,,78918.0,0.976133651551,0.983783783784,178.0,66.0,0.318,0.0646,717.0,213.0,2273.0,4873.0,3535475.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
