"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, and child only persons data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons
Sutter,US-06101,-121.714735,39.02038,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.084,,,,,,,5609.0,12819.0,,,,,,,,,,,,43026.0,0.984693877551,0.965753424658,62.0,0.323,0.0802,385.0,131.0,589.0,1348.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.061,,,,,,,4341.0,9396.0,,,,,,,,,,,,27330.0,0.94623655914,0.937062937063,62.0,0.323,0.0802,358.0,40.0,399.0,897.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.054,,,,,,,968.0,1716.0,,,,,,,,,,,,4939.0,0.981132075472,0.75,62.0,0.323,0.0802,81.0,5.0,27.0,43.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.093,,,,,,,51369.0,119304.0,,,,,,,,,,,,257450.0,0.990531299316,0.923392612859,13.0,0.385,0.0457,2465.0,324.0,7632.0,18242.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.05,,,,,,,2921.0,5122.0,,,,,,,,,,,,14247.0,0.993421052632,0.913461538462,62.0,0.323,0.0802,197.0,43.0,87.0,146.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.039,,,,,,,35666.0,70912.0,,,,,,,,,,,,235622.0,0.993308550186,0.959595959596,12.0,0.167,0.0658,2738.0,439.0,6075.0,14090.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,May,42856.0,2017.0,2017.0,2016/17,0.044,,,,,,,10091.0,19311.0,,,,,,,,,,,,59386.0,0.902380952381,0.972440944882,62.0,0.323,0.0802,721.0,58.0,874.0,1776.0
Yuba,US-06115,-121.499162,39.278915,C-IV,May,42856.0,2017.0,2017.0,2016/17,0.069,,,,,,,5951.0,12941.0,,,,,,,,,,,,32745.0,0.996539792388,0.953917050691,62.0,0.323,0.0802,434.0,88.0,449.0,942.0
Statewide,,,,,June,42887.0,2017.0,2017.0,2016/17,0.048,244566.0,1727483.0,2095.0,17343.0,246661.0,1744826.0,1991487.0,4112043.0,627795.0,3438948.0,4066743.0,6949.0,38351.0,45300.0,634744.0,3477299.0,555970033.0,5232368.0,561202401.0,13384108.0,0.987069541587,0.942777974076,696.0,0.395,0.0646,143718.0,37229.0,271374.0,583629.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.038,,,,,,,57141.0,108000.0,,,,,,,,,,,,434578.0,n/a,n/a,18.0,0.444,0.0335,4980.0,1448.0,6754.0,13231.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.087,,,,,,,79.0,139.0,,,,,,,,,,,,323.0,1.0,1.0,66.0,0.318,0.0646,4.0,1.0,3.0,*
Amador,US-06005,-120.238969,38.46328,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,1653.0,3006.0,,,,,,,,,,,,8205.0,0.935064935065,0.964285714286,66.0,0.318,0.0646,113.0,17.0,40.0,71.0
Butte,US-06007,-121.5660076,39.723785,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.059,,,,,,,16843.0,31147.0,,,,,,,,,,,,83026.0,0.940860215054,0.968518518519,66.0,0.318,0.0646,1294.0,466.0,765.0,1318.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.047,,,,,,,2807.0,5046.0,,,,,,,,,,,,12141.0,1.0,0.932692307692,66.0,0.318,0.0646,197.0,35.0,62.0,115.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.12,,,,,,,702.0,1586.0,,,,,,,,,,,,9084.0,0.958333333333,0.933333333333,66.0,0.318,0.0646,60.0,6.0,115.0,260.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.04,,,,,,,31398.0,62682.0,,,,,,,,,,,,272436.0,0.980483271375,0.991983967936,12.0,0.333,0.0584,2197.0,579.0,4402.0,8992.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.063,,,,,,,2586.0,5313.0,,,,,,,,,,,,11972.0,1.0,0.955882352941,66.0,0.318,0.0646,178.0,12.0,103.0,191.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.044,,,,,,,6914.0,12254.0,,,,,,,,,,,,39106.0,0.994832041344,0.989130434783,66.0,0.318,0.0646,573.0,103.0,348.0,704.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.081,,,,,,,96848.0,223824.0,,,,,,,,,,,,493455.0,0.955437312936,0.967741935484,33.0,0.424,0.0358,4972.0,1752.0,12684.0,28796.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.076,,,,,,,1502.0,3424.0,,,,,,,,,,,,12401.0,0.978723404255,0.958904109589,66.0,0.318,0.0646,150.0,24.0,178.0,376.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.044,,,,,,,12156.0,20524.0,,,,,,,,,,,,55582.0,0.996428571429,0.968899521531,66.0,0.318,0.0646,1020.0,230.0,519.0,1007.0
Imperial,US-06025,-115.058652,33.02615,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.188,,,,,,,17175.0,41625.0,,,,,,,,,,,,94945.0,0.975734355045,0.953191489362,66.0,0.318,0.0646,1215.0,150.0,858.0,1707.0
Inyo,US-06027,-117.7797286,36.626,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.041,,,,,,,1018.0,1942.0,,,,,,,,,,,,5521.0,1.0,0.787878787879,66.0,0.318,0.0646,60.0,1.0,55.0,118.0
Kern,US-06029,-118.4426011,35.29441,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.092,,,,,,,69012.0,160089.0,,,,,,,,,,,,415275.0,0.990534521158,0.939050936003,17.0,0.235,0.0174,5729.0,1781.0,9564.0,22208.0
Kings,US-06031,-119.6135104,36.138775,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.087,,,,,,,10610.0,23969.0,,,,,,,,,,,,57614.0,0.994736842105,0.954198473282,66.0,0.318,0.0646,865.0,152.0,1212.0,2821.0
Lake,US-06033,-122.9624445,39.124455,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.055,,,,,,,6388.0,11854.0,,,,,,,,,,,,32726.0,0.928838951311,0.892045454545,66.0,0.318,0.0646,411.0,46.0,350.0,711.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.053,,,,,,,1598.0,3162.0,,,,,,,,,,,,8066.0,0.857142857143,0.788732394366,66.0,0.318,0.0646,110.0,8.0,80.0,153.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,531794.0,1068841.0,,,,,,,,,,,,3980822.0,0.991079116867,0.916999029859,259.0,0.463,0.115,35694.0,7514.0,87895.0,183776.0
Madera,US-06039,-119.84174,37.27052,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.079,,,,,,,11544.0,27982.0,,,,,,,,,,,,70487.0,0.994858611825,0.979253112033,66.0,0.318,0.0646,593.0,110.0,2618.0,6366.0
Marin,US-06041,-122.870429,38.068145,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.03,,,,,,,5942.0,9819.0,,,,,,,,,,,,47648.0,0.974452554745,0.966480446927,66.0,0.318,0.0646,429.0,119.0,1110.0,2020.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.049,,,,,,,1027.0,1835.0,,,,,,,,,,,,4804.0,0.8,0.758620689655,66.0,0.318,0.0646,79.0,11.0,19.0,39.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.042,,,,,,,6329.0,11777.0,,,,,,,,,,,,41780.0,0.945054945055,0.937254901961,66.0,0.318,0.0646,488.0,62.0,492.0,1093.0
Merced,US-06047,-120.1246993,37.18687,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.091,,,,,,,23660.0,54748.0,,,,,,,,,,,,140371.0,0.99209039548,0.983948635634,5.0,0.0,0.0322,1613.0,289.0,3393.0,7966.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.068,,,,,,,538.0,1137.0,,,,,,,,,,,,3177.0,1.0,1.0,66.0,0.318,0.0646,36.0,3.0,34.0,66.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,399.0,679.0,,,,,,,,,,,,3733.0,0.978723404255,0.967741935484,66.0,0.318,0.0646,56.0,17.0,53.0,112.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.056,,,,,,,21073.0,46439.0,,,,,,,,,,,,186395.0,0.996511627907,0.953722334004,6.0,0.333,0.03,1482.0,390.0,6257.0,14414.0
Napa,US-06055,-122.5128064,38.509635,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.035,,,,,,,3222.0,6398.0,,,,,,,,,,,,32575.0,0.9765625,0.956043956044,66.0,0.318,0.0646,282.0,80.0,635.0,1370.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.041,,,,,,,4148.0,7119.0,,,,,,,,,,,,25088.0,0.862244897959,0.85401459854,66.0,0.318,0.0646,314.0,96.0,114.0,207.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.037,,,,,,,116037.0,234962.0,,,,,,,,,,,,895545.0,0.997804829375,0.998094512195,38.0,0.368,0.0629,7310.0,1767.0,23900.0,52849.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.04,,,,,,,8726.0,16164.0,,,,,,,,,,,,62608.0,1.0,0.909547738693,66.0,0.318,0.0646,652.0,269.0,584.0,1211.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.07,,,,,,,1135.0,2071.0,,,,,,,,,,,,6476.0,0.928571428571,0.884615384615,66.0,0.318,0.0646,72.0,12.0,43.0,73.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.054,,,,,,,122275.0,269873.0,,,,,,,,,,,,836921.0,0.996109607578,0.930611281567,32.0,0.344,0.0495,10753.0,2969.0,13273.0,30312.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,98582.0,206394.0,,,,,,,,,,,,554486.0,0.993236714976,0.993493493493,34.0,0.471,0.0465,8179.0,2254.0,7867.0,15881.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.056,,,,,,,2244.0,5021.0,,,,,,,,,,,,18844.0,0.974358974359,0.981481481481,66.0,0.318,0.0646,147.0,33.0,299.0,710.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.052,,,,,,,166694.0,363138.0,,,,,,,,,,,,884413.0,0.992914391915,0.95762282627,42.0,0.286,0.0364,12569.0,3423.0,17704.0,38619.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.042,,,,,,,133304.0,267684.0,,,,,,,,,,,,895591.0,0.98021760633,0.974190520882,53.0,0.415,0.0272,11554.0,4345.0,13138.0,27472.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.031,,,,,,,34088.0,50807.0,,,,,,,,,,,,221786.0,0.981645139361,0.915474642393,10.0,0.3,0.0747,2799.0,899.0,3468.0,5685.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.068,,,,,,,48610.0,107840.0,,,,,,,,,,,,298583.0,0.981047381546,0.937073540561,12.0,0.083,0.0381,3225.0,1140.0,6185.0,13515.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.036,,,,,,,9608.0,17037.0,,,,,,,,,,,,60723.0,0.97542997543,0.99604743083,66.0,0.318,0.0646,694.0,135.0,1001.0,2104.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.029,,,,,,,13636.0,26186.0,,,,,,,,,,,,151645.0,0.983333333333,0.876876876877,66.0,0.318,0.0646,1034.0,218.0,2963.0,5974.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.042,,,,,,,18503.0,37821.0,,,,,,,,,,,,147651.0,0.984713375796,0.937716262976,66.0,0.318,0.0646,1310.0,380.0,4131.0,9600.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.034,,,,,,,47284.0,92106.0,,,,,,,,,,,,430830.0,0.991666666667,0.983576642336,15.0,0.4,0.0417,2972.0,724.0,8152.0,16982.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.049,,,,,,,14653.0,26228.0,,,,,,,,,,,,78918.0,0.976133651551,0.983783783784,66.0,0.318,0.0646,717.0,213.0,2273.0,4873.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.055,,,,,,,12457.0,23286.0,,,,,,,,,,,,63429.0,0.952922077922,0.973509933775,66.0,0.318,0.0646,1093.0,246.0,520.0,838.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.054,,,,,,,167.0,275.0,,,,,,,,,,,,839.0,1.0,1.0,66.0,0.318,0.0646,15.0,1.0,3.0,*
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.062,,,,,,,3096.0,6406.0,,,,,,,,,,,,18963.0,0.99173553719,0.864197530864,66.0,0.318,0.0646,236.0,68.0,155.0,284.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,21025.0,39458.0,,,,,,,,,,,,121544.0,0.983585858586,0.97641509434,8.0,0.5,0.005,1496.0,394.0,1949.0,3933.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.034,,,,,,,17326.0,30450.0,,,,,,,,,,,,128788.0,0.991416309013,0.907692307692,66.0,0.318,0.0646,950.0,342.0,2673.0,5664.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.076,,,,,,,39844.0,83142.0,,,,,,,,,,,,249693.0,0.979402677652,0.95482388974,9.0,0.556,0.0432,3085.0,728.0,4497.0,9941.0
Sutter,US-06101,-121.714735,39.02038,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.08,,,,,,,5558.0,12737.0,,,,,,,,,,,,42826.0,0.981651376147,0.901840490798,66.0,0.318,0.0646,384.0,120.0,577.0,1318.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.065,,,,,,,4319.0,9386.0,,,,,,,,,,,,27318.0,0.944751381215,0.947368421053,66.0,0.318,0.0646,365.0,44.0,400.0,884.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.054,,,,,,,974.0,1706.0,,,,,,,,,,,,4839.0,0.929824561404,0.756097560976,66.0,0.318,0.0646,85.0,10.0,28.0,38.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.097,,,,,,,50995.0,118132.0,,,,,,,,,,,,256943.0,0.991118077325,0.935714285714,14.0,0.429,0.043,2662.0,372.0,7579.0,18126.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.052,,,,,,,2864.0,5039.0,,,,,,,,,,,,14129.0,0.98347107438,0.913580246914,66.0,0.318,0.0646,213.0,30.0,83.0,141.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.044,,,,,,,35340.0,70075.0,,,,,,,,,,,,234520.0,0.991466252909,0.962962962963,13.0,0.154,0.0895,2704.0,449.0,5922.0,13723.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.049,,,,,,,10054.0,19272.0,,,,,,,,,,,,59165.0,0.954148471616,0.969162995595,66.0,0.318,0.0646,755.0,42.0,846.0,1727.0
Yuba,US-06115,-121.499162,39.278915,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.071,,,,,,,5983.0,12987.0,,,,,,,,,,,,32756.0,1.0,0.972111553785,66.0,0.318,0.0646,494.0,100.0,449.0,938.0
Statewide,,,,,July,42917.0,2017.0,2017.0,2017/18,0.051,239543.0,1720000.0,2041.0,17214.0,241584.0,1737214.0,1978798.0,4083862.0,614296.0,3424697.0,4038993.0,6771.0,38098.0,44869.0,621067.0,3462795.0,551629904.0,5168520.0,556798424.0,13353227.0,0.986441029422,0.931332807867,730.0,0.385,0.0627,150198.0,43589.0,268407.0,578152.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.041,,,,,,,56864.0,107183.0,,,,,,,,,,,,434483.0,n/a,n/a,19.0,0.421,0.0338,5174.0,1732.0,6657.0,13082.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.078,,,,,,,76.0,138.0,,,,,,,,,,,,316.0,1.0,1.0,71.0,0.296,0.0635,2.0,0.0,3.0,*
Amador,US-06005,-120.238969,38.46328,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,1649.0,2999.0,,,,,,,,,,,,8196.0,0.943820224719,0.981818181818,71.0,0.296,0.0635,122.0,25.0,41.0,70.0
Butte,US-06007,-121.5660076,39.723785,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.061,,,,,,,16651.0,30937.0,,,,,,,,,,,,83142.0,0.921703296703,0.957773512476,71.0,0.296,0.0635,1345.0,486.0,751.0,1291.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,2785.0,4980.0,,,,,,,,,,,,12096.0,0.969465648855,0.940476190476,71.0,0.296,0.0635,181.0,30.0,57.0,103.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.115,,,,,,,688.0,1527.0,,,,,,,,,,,,9095.0,1.0,1.0,71.0,0.296,0.0635,60.0,10.0,115.0,257.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.042,,,,,,,31242.0,62388.0,,,,,,,,,,,,271825.0,0.976016684046,0.978155339806,12.0,0.333,0.0595,2284.0,614.0,4319.0,8837.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.063,,,,,,,2564.0,5249.0,,,,,,,,,,,,12038.0,0.988636363636,0.925373134328,71.0,0.296,0.0635,167.0,12.0,102.0,188.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.046,,,,,,,6817.0,12046.0,,,,,,,,,,,,38886.0,0.996805111821,0.987068965517,71.0,0.296,0.0635,522.0,95.0,340.0,690.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.081,,,,,,,96002.0,221983.0,,,,,,,,,,,,492467.0,0.974088291747,0.948490230906,35.0,0.4,0.0367,4949.0,1702.0,12544.0,28512.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.078,,,,,,,1469.0,3359.0,,,,,,,,,,,,12485.0,1.0,0.921052631579,71.0,0.296,0.0635,115.0,18.0,176.0,372.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.047,,,,,,,12014.0,20316.0,,,,,,,,,,,,55454.0,0.992932862191,0.982800982801,71.0,0.296,0.0635,1134.0,272.0,505.0,976.0
Imperial,US-06025,-115.058652,33.02615,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.208,,,,,,,17191.0,41667.0,,,,,,,,,,,,95020.0,0.971534653465,0.944798301486,71.0,0.296,0.0635,1235.0,169.0,863.0,1713.0
Inyo,US-06027,-117.7797286,36.626,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.045,,,,,,,1012.0,1936.0,,,,,,,,,,,,5513.0,0.983606557377,0.95652173913,71.0,0.296,0.0635,75.0,4.0,54.0,116.0
Kern,US-06029,-118.4426011,35.29441,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.093,,,,,,,68701.0,159585.0,,,,,,,,,,,,413087.0,0.988102147417,0.922840859272,18.0,0.222,0.0163,5564.0,1760.0,9472.0,22038.0
Kings,US-06031,-119.6135104,36.138775,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.083,,,,,,,10493.0,23734.0,,,,,,,,,,,,57544.0,1.0,0.935828877005,71.0,0.296,0.0635,909.0,169.0,1185.0,2783.0
Lake,US-06033,-122.9624445,39.124455,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.057,,,,,,,6351.0,11765.0,,,,,,,,,,,,32796.0,0.938461538462,0.917647058824,71.0,0.296,0.0635,379.0,58.0,346.0,707.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.054,,,,,,,1584.0,3164.0,,,,,,,,,,,,8089.0,0.918918918919,0.888888888889,71.0,0.296,0.0635,103.0,19.0,80.0,151.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,July,42917.0,2017.0,2017.0,2017/18,0.053,,,,,,,531015.0,1066219.0,,,,,,,,,,,,3972155.0,0.990066454382,0.908226691042,269.0,0.461,0.113,42457.0,11819.0,88025.0,184819.0
Madera,US-06039,-119.84174,37.27052,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.08,,,,,,,11408.0,27701.0,,,,,,,,,,,,70328.0,0.99173553719,0.941176470588,71.0,0.296,0.0635,626.0,116.0,2542.0,6213.0
Marin,US-06041,-122.870429,38.068145,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.032,,,,,,,5939.0,9844.0,,,,,,,,,,,,47554.0,0.979452054795,0.940540540541,71.0,0.296,0.0635,458.0,135.0,1106.0,2016.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.049,,,,,,,1015.0,1826.0,,,,,,,,,,,,4859.0,0.866666666667,0.810810810811,71.0,0.296,0.0635,91.0,15.0,17.0,33.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.045,,,,,,,6260.0,11716.0,,,,,,,,,,,,41869.0,0.962765957447,0.929961089494,71.0,0.296,0.0635,521.0,70.0,482.0,1084.0
Merced,US-06047,-120.1246993,37.18687,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.091,,,,,,,23507.0,54447.0,,,,,,,,,,,,140043.0,0.98083427283,0.979365079365,6.0,0.0,0.0337,1668.0,336.0,3326.0,7819.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.069,,,,,,,541.0,1152.0,,,,,,,,,,,,3194.0,0.965517241379,0.95652173913,71.0,0.296,0.0635,49.0,6.0,31.0,60.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.048,,,,,,,393.0,676.0,,,,,,,,,,,,3742.0,1.0,1.0,71.0,0.296,0.0635,32.0,10.0,49.0,104.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.054,,,,,,,20137.0,43982.0,,,,,,,,,,,,186325.0,0.995192307692,0.961460446247,6.0,0.333,0.0298,1443.0,366.0,5729.0,13234.0
Napa,US-06055,-122.5128064,38.509635,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.037,,,,,,,3123.0,6168.0,,,,,,,,,,,,32477.0,0.961165048544,0.934210526316,71.0,0.296,0.0635,271.0,73.0,622.0,1332.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.044,,,,,,,4111.0,7099.0,,,,,,,,,,,,25185.0,0.866028708134,0.867924528302,71.0,0.296,0.0635,341.0,93.0,115.0,206.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.039,,,,,,,115149.0,233056.0,,,,,,,,,,,,893816.0,0.996073298429,0.997805092186,40.0,0.35,0.0638,7062.0,1729.0,23673.0,52337.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.042,,,,,,,8684.0,16142.0,,,,,,,,,,,,62264.0,1.0,0.928571428571,71.0,0.296,0.0635,589.0,273.0,561.0,1172.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.069,,,,,,,1108.0,1950.0,,,,,,,,,,,,6502.0,1.0,0.833333333333,71.0,0.296,0.0635,71.0,13.0,46.0,80.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.058,,,,,,,121753.0,268703.0,,,,,,,,,,,,836344.0,0.994211780729,0.917022285443,34.0,0.324,0.0504,10776.0,3119.0,13168.0,30123.0
