county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail_ebt,issuances_contract_otc,issuances_other_otc,issuances_total,val_issuances_fed_only,val_issuances_fed_st_fed,val_issuances_fed_st_st,val_issuences_st_only,val_issuances_tot_fed,val_issuances_tot_st,val_issuances_tot_all,year,month,quarter,fulldate,issuances_mail,issuances_ebt,issuances_ebt_conv_coupon
Alameda,5730.0,222.0,8.0,51031.0,1402.0,679.0,56761.0,1624.0,687.0,13188.0,93508.0,106696.0,532.0,306.0,3157.0,1810.0,3689.0,2116.0,17.0,912.0,929.0,,0.0,0.0,59072.0,15642862.0,,,346179.0,,,15989041.0,2016,DEC,4.0,2016-12-01,0.0,59072.0,0.0
Alpine,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,148.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,91.0,17269.0,,,0.0,,,17269.0,2016,DEC,4.0,2016-12-01,0.0,91.0,0.0
Amador,145.0,0.0,0.0,1570.0,4.0,1.0,1715.0,4.0,1.0,377.0,2819.0,3196.0,0.0,0.0,11.0,4.0,11.0,4.0,0.0,1.0,1.0,,0.0,0.0,1820.0,425512.0,,,780.0,,,426292.0,2016,DEC,4.0,2016-12-01,0.0,1820.0,0.0
Butte,1705.0,6.0,1.0,15025.0,41.0,32.0,16730.0,47.0,33.0,4190.0,27144.0,31334.0,8.0,6.0,120.0,43.0,128.0,49.0,1.0,38.0,39.0,,0.0,0.0,17796.0,4271656.0,,,12841.0,,,4284497.0,2016,DEC,4.0,2016-12-01,0.0,17796.0,0.0
Calaveras,185.0,0.0,0.0,2638.0,12.0,4.0,2823.0,12.0,4.0,495.0,4640.0,5135.0,0.0,0.0,20.0,15.0,20.0,15.0,0.0,5.0,5.0,,0.0,0.0,2938.0,676566.0,,,2358.0,,,678924.0,2016,DEC,4.0,2016-12-01,0.0,2938.0,0.0
Colusa,76.0,1.0,0.0,563.0,1.0,1.0,639.0,2.0,1.0,199.0,1292.0,1491.0,2.0,1.0,3.0,1.0,5.0,2.0,0.0,1.0,1.0,,0.0,0.0,716.0,190893.0,,,194.0,,,191087.0,2016,DEC,4.0,2016-12-01,0.0,716.0,0.0
Contra Costa,3881.0,98.0,2.0,27793.0,395.0,138.0,31674.0,493.0,140.0,8966.0,53972.0,62938.0,231.0,137.0,981.0,536.0,1212.0,673.0,2.0,182.0,184.0,,0.0,0.0,37443.0,9131377.0,,,87370.0,,,9218747.0,2016,DEC,4.0,2016-12-01,0.0,37443.0,0.0
Del Norte,392.0,0.0,0.0,2159.0,2.0,0.0,2551.0,2.0,0.0,1149.0,4101.0,5250.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,2698.0,695178.0,,,134.0,,,695312.0,2016,DEC,4.0,2016-12-01,0.0,2698.0,0.0
El Dorado,527.0,2.0,0.0,6446.0,30.0,10.0,6973.0,32.0,10.0,1288.0,11044.0,12332.0,5.0,2.0,87.0,35.0,92.0,37.0,0.0,13.0,13.0,,0.0,0.0,7366.0,1671894.0,,,4911.0,,,1676805.0,2016,DEC,4.0,2016-12-01,0.0,7366.0,0.0
Fresno,12143.0,200.0,17.0,78136.0,662.0,205.0,90279.0,862.0,222.0,32939.0,176255.0,209194.0,500.0,239.0,1803.0,761.0,2303.0,1000.0,28.0,256.0,284.0,,0.0,0.0,104678.0,31182466.0,,,171620.0,,,31354086.0,2016,DEC,4.0,2016-12-01,0.0,104678.0,0.0
Glenn,220.0,1.0,0.0,1302.0,8.0,0.0,1522.0,9.0,0.0,584.0,2914.0,3498.0,2.0,1.0,20.0,6.0,22.0,7.0,0.0,0.0,0.0,,0.0,0.0,1625.0,427312.0,,,465.0,,,427777.0,2016,DEC,4.0,2016-12-01,0.0,1625.0,0.0
Humboldt,882.0,1.0,0.0,11553.0,27.0,5.0,12435.0,28.0,5.0,2191.0,18618.0,20809.0,1.0,2.0,60.0,32.0,61.0,34.0,0.0,7.0,7.0,,0.0,0.0,13157.0,2940242.0,,,5663.0,,,2945905.0,2016,DEC,4.0,2016-12-01,0.0,13157.0,0.0
Imperial,2324.0,33.0,4.0,14843.0,330.0,51.0,17167.0,363.0,55.0,6554.0,34697.0,41251.0,91.0,33.0,901.0,365.0,992.0,398.0,5.0,59.0,64.0,,0.0,0.0,18269.0,5373107.0,,,45384.0,,,5418491.0,2016,DEC,4.0,2016-12-01,0.0,18269.0,0.0
Inyo,97.0,0.0,0.0,919.0,6.0,2.0,1016.0,6.0,2.0,262.0,1670.0,1932.0,0.0,0.0,11.0,7.0,11.0,7.0,0.0,2.0,2.0,,0.0,0.0,1075.0,246315.0,,,614.0,,,246929.0,2016,DEC,4.0,2016-12-01,0.0,1075.0,0.0
Kern,9854.0,56.0,0.0,59303.0,457.0,270.0,69157.0,513.0,270.0,26447.0,134011.0,160458.0,138.0,63.0,1257.0,512.0,1395.0,575.0,0.0,405.0,405.0,,0.0,0.0,74026.0,21696840.0,,,131050.0,,,21827890.0,2016,DEC,4.0,2016-12-01,0.0,74026.0,0.0
Kings,1456.0,18.0,2.0,9085.0,112.0,24.0,10541.0,130.0,26.0,3963.0,19817.0,23780.0,45.0,18.0,336.0,117.0,381.0,135.0,2.0,29.0,31.0,,0.0,0.0,11282.0,3104305.0,,,18539.0,,,3122844.0,2016,DEC,4.0,2016-12-01,0.0,11282.0,0.0
Lake,573.0,4.0,0.0,5900.0,22.0,6.0,6473.0,26.0,6.0,1465.0,10762.0,12227.0,13.0,4.0,53.0,25.0,66.0,29.0,0.0,7.0,7.0,,0.0,0.0,6869.0,1649537.0,,,3056.0,,,1652593.0,2016,DEC,4.0,2016-12-01,0.0,6869.0,0.0
Lassen,232.0,0.0,0.0,1376.0,2.0,0.0,1608.0,2.0,0.0,634.0,2516.0,3150.0,0.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,,0.0,0.0,1706.0,442617.0,,,268.0,,,442885.0,2016,DEC,4.0,2016-12-01,0.0,1706.0,0.0
Los Angeles,85978.0,2278.0,254.0,448972.0,5337.0,3248.0,534950.0,7615.0,3502.0,209886.0,861306.0,1071192.0,4773.0,3109.0,12277.0,6581.0,17050.0,9690.0,308.0,4158.0,4466.0,,0.0,0.0,579438.0,159270810.0,,,1807012.0,,,161077822.0,2016,DEC,4.0,2016-12-01,0.0,579438.0,0.0
Madera,1699.0,11.0,1.0,10032.0,60.0,7.0,11731.0,71.0,8.0,4638.0,23799.0,28437.0,31.0,11.0,182.0,65.0,213.0,76.0,1.0,13.0,14.0,,0.0,0.0,8953.0,3776342.0,,,7981.0,,,3784323.0,2016,DEC,4.0,2016-12-01,0.0,8953.0,0.0
Marin,529.0,35.0,3.0,5320.0,227.0,67.0,5849.0,262.0,70.0,1140.0,8159.0,9299.0,68.0,39.0,459.0,270.0,527.0,309.0,3.0,81.0,84.0,,0.0,0.0,6394.0,1392995.0,,,33335.0,,,1426330.0,2016,DEC,4.0,2016-12-01,0.0,6394.0,0.0
Mariposa,84.0,0.0,1.0,918.0,3.0,2.0,1002.0,3.0,3.0,224.0,1609.0,1833.0,0.0,0.0,7.0,3.0,7.0,3.0,1.0,2.0,3.0,,0.0,0.0,1052.0,247277.0,,,788.0,,,248065.0,2016,DEC,4.0,2016-12-01,0.0,1052.0,0.0
Mendocino,549.0,7.0,1.0,5802.0,31.0,8.0,6351.0,38.0,9.0,1399.0,10453.0,11852.0,16.0,7.0,83.0,82.0,99.0,89.0,1.0,10.0,11.0,,0.0,0.0,6651.0,1662538.0,,,5479.0,,,1668017.0,2016,DEC,4.0,2016-12-01,0.0,6651.0,0.0
Merced,3610.0,18.0,1.0,19948.0,83.0,14.0,23558.0,101.0,15.0,9653.0,44886.0,54539.0,37.0,18.0,227.0,95.0,264.0,113.0,1.0,15.0,16.0,,0.0,0.0,24904.0,7273616.0,,,12467.0,,,7286083.0,2016,DEC,4.0,2016-12-01,0.0,24904.0,0.0
Modoc,71.0,1.0,0.0,462.0,0.0,1.0,533.0,1.0,1.0,196.0,932.0,1128.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,,0.0,0.0,566.0,150459.0,,,293.0,,,150752.0,2016,DEC,4.0,2016-12-01,0.0,566.0,0.0
Mono,13.0,0.0,0.0,457.0,3.0,0.0,470.0,3.0,0.0,31.0,757.0,788.0,0.0,0.0,9.0,3.0,9.0,3.0,0.0,0.0,0.0,,0.0,0.0,510.0,113436.0,,,460.0,,,113896.0,2016,DEC,4.0,2016-12-01,0.0,510.0,0.0
Monterey,2424.0,22.0,0.0,19214.0,234.0,29.0,21638.0,256.0,29.0,6236.0,41497.0,47733.0,60.0,23.0,649.0,274.0,709.0,297.0,0.0,39.0,39.0,,0.0,0.0,24612.0,6569642.0,,,34301.0,,,6603943.0,2016,DEC,4.0,2016-12-01,0.0,24612.0,0.0
Napa,297.0,8.0,0.0,3016.0,50.0,5.0,3313.0,58.0,5.0,735.0,5939.0,6674.0,21.0,9.0,139.0,56.0,160.0,65.0,0.0,5.0,5.0,,0.0,0.0,3575.0,842035.0,,,6024.0,,,848059.0,2016,DEC,4.0,2016-12-01,0.0,3575.0,0.0
Nevada,241.0,0.0,0.0,4016.0,7.0,2.0,4257.0,7.0,2.0,581.0,6782.0,7363.0,0.0,0.0,19.0,8.0,19.0,8.0,0.0,2.0,2.0,,0.0,0.0,4472.0,1004107.0,,,925.0,,,1005032.0,2016,DEC,4.0,2016-12-01,0.0,4472.0,0.0
Orange,10223.0,201.0,3.0,107166.0,2098.0,1134.0,117389.0,2299.0,1137.0,26222.0,212620.0,238842.0,439.0,287.0,4563.0,2618.0,5002.0,2905.0,6.0,1542.0,1548.0,,0.0,0.0,126639.0,32763986.0,,,512457.0,,,33276443.0,2016,DEC,4.0,2016-12-01,0.0,126639.0,0.0
Placer,674.0,9.0,2.0,8258.0,44.0,30.0,8932.0,53.0,32.0,1708.0,15093.0,16801.0,18.0,13.0,106.0,53.0,124.0,66.0,7.0,46.0,53.0,,0.0,0.0,9436.0,2164405.0,,,13557.0,,,2177962.0,2016,DEC,4.0,2016-12-01,0.0,9436.0,0.0
Plumas,85.0,0.0,0.0,1077.0,1.0,0.0,1162.0,1.0,0.0,214.0,1883.0,2097.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,1238.0,289004.0,,,0.0,,,289004.0,2016,DEC,4.0,2016-12-01,0.0,1238.0,0.0
Riverside,14942.0,101.0,10.0,110426.0,845.0,183.0,125368.0,946.0,193.0,40261.0,237114.0,277375.0,248.0,128.0,2346.0,935.0,2594.0,1063.0,14.0,233.0,247.0,,0.0,0.0,131623.0,37114309.0,,,127926.0,,,37242235.0,2016,DEC,4.0,2016-12-01,0.0,131623.0,0.0
Sacramento,13779.0,593.0,7.0,83913.0,1089.0,587.0,97692.0,1682.0,594.0,35746.0,167312.0,203058.0,1382.0,976.0,2513.0,1571.0,3895.0,2547.0,15.0,778.0,793.0,,0.0,0.0,114774.0,29379408.0,,,404046.0,,,29783454.0,2016,DEC,4.0,2016-12-01,0.0,114774.0,0.0
San Benito,250.0,1.0,0.0,2109.0,20.0,1.0,2359.0,21.0,1.0,653.0,4556.0,5209.0,4.0,1.0,52.0,22.0,56.0,23.0,0.0,2.0,2.0,,0.0,0.0,2571.0,677822.0,,,2088.0,,,679910.0,2016,DEC,4.0,2016-12-01,0.0,2571.0,0.0
San Bernardino,24193.0,153.0,8.0,147243.0,913.0,366.0,171436.0,1066.0,374.0,63647.0,309852.0,373499.0,390.0,175.0,2382.0,1089.0,2772.0,1264.0,11.0,477.0,488.0,,0.0,0.0,179568.0,51124477.0,,,193162.0,,,51317639.0,2016,DEC,4.0,2016-12-01,0.0,179568.0,0.0
San Diego,12526.0,308.0,7.0,123479.0,1760.0,762.0,136005.0,2068.0,769.0,34344.0,238871.0,273215.0,651.0,397.0,4108.0,2054.0,4759.0,2451.0,15.0,961.0,976.0,,0.0,0.0,163161.0,37209176.0,,,381175.0,,,37590351.0,2016,DEC,4.0,2016-12-01,0.0,163161.0,0.0
San Francisco,1996.0,133.0,8.0,30199.0,826.0,1206.0,32195.0,959.0,1214.0,4331.0,43900.0,48231.0,242.0,153.0,1533.0,1051.0,1775.0,1204.0,15.0,1260.0,1275.0,,0.0,0.0,37556.0,7210756.0,,,315286.0,,,7526042.0,2016,DEC,4.0,2016-12-01,0.0,37556.0,0.0
San Joaquin,6811.0,52.0,1.0,42489.0,465.0,152.0,49300.0,517.0,153.0,16866.0,93026.0,109892.0,141.0,63.0,1300.0,574.0,1441.0,637.0,1.0,212.0,213.0,,0.0,0.0,52224.0,14851441.0,,,91931.0,,,14943372.0,2016,DEC,4.0,2016-12-01,0.0,52224.0,0.0
San Luis Obispo,854.0,6.0,0.0,8790.0,39.0,8.0,9644.0,45.0,8.0,2136.0,15162.0,17298.0,18.0,8.0,108.0,47.0,126.0,55.0,0.0,9.0,9.0,,0.0,0.0,10302.0,2343497.0,,,5322.0,,,2348819.0,2016,DEC,4.0,2016-12-01,0.0,10302.0,0.0
San Mateo,783.0,26.0,2.0,13063.0,423.0,152.0,13846.0,449.0,154.0,1819.0,24468.0,26287.0,62.0,28.0,973.0,514.0,1035.0,542.0,2.0,191.0,193.0,,0.0,0.0,16694.0,3589664.0,,,70750.0,,,3660414.0,2016,DEC,4.0,2016-12-01,0.0,16694.0,0.0
Santa Barbara,2145.0,23.0,0.0,16224.0,133.0,66.0,18369.0,156.0,66.0,5560.0,32234.0,37794.0,51.0,24.0,351.0,140.0,402.0,164.0,0.0,83.0,83.0,,0.0,0.0,22553.0,5130614.0,,,31471.0,,,5162085.0,2016,DEC,4.0,2016-12-01,0.0,22553.0,0.0
Santa Clara,4095.0,101.0,1.0,44903.0,850.0,649.0,48998.0,951.0,650.0,9932.0,85197.0,95129.0,215.0,122.0,1827.0,1102.0,2042.0,1224.0,1.0,941.0,942.0,,0.0,0.0,52677.0,13175382.0,,,245745.0,,,13421127.0,2016,DEC,4.0,2016-12-01,0.0,52677.0,0.0
Santa Cruz,1064.0,3.0,0.0,13445.0,40.0,12.0,14509.0,43.0,12.0,2663.0,23815.0,26478.0,9.0,3.0,85.0,46.0,94.0,49.0,0.0,17.0,17.0,,0.0,0.0,16936.0,3610370.0,,,6467.0,,,3616837.0,2016,DEC,4.0,2016-12-01,0.0,16936.0,0.0
Shasta,1245.0,3.0,0.0,11438.0,27.0,17.0,12683.0,30.0,17.0,3017.0,20917.0,23934.0,4.0,3.0,67.0,29.0,71.0,32.0,0.0,19.0,19.0,,0.0,0.0,13383.0,3129066.0,,,5254.0,,,3134320.0,2016,DEC,4.0,2016-12-01,0.0,13383.0,0.0
Sierra,13.0,0.0,0.0,151.0,0.0,0.0,164.0,0.0,0.0,34.0,252.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,169.0,36734.0,,,0.0,,,36734.0,2016,DEC,4.0,2016-12-01,0.0,169.0,0.0
Siskiyou,371.0,1.0,0.0,2750.0,6.0,2.0,3121.0,7.0,2.0,1006.0,5539.0,6545.0,2.0,1.0,22.0,7.0,24.0,8.0,0.0,3.0,3.0,,0.0,0.0,3359.0,877153.0,,,910.0,,,878063.0,2016,DEC,4.0,2016-12-01,0.0,3359.0,0.0
Solano,2423.0,18.0,1.0,18936.0,158.0,70.0,21359.0,176.0,71.0,5754.0,34362.0,40116.0,45.0,21.0,363.0,182.0,408.0,203.0,2.0,96.0,98.0,,0.0,0.0,22737.0,5695357.0,,,37841.0,,,5733198.0,2016,DEC,4.0,2016-12-01,0.0,22737.0,0.0
Sonoma,1380.0,40.0,1.0,16190.0,226.0,54.0,17570.0,266.0,55.0,3276.0,27593.0,30869.0,94.0,46.0,557.0,250.0,651.0,296.0,1.0,72.0,73.0,,0.0,0.0,20093.0,4164607.0,,,33595.0,,,4198202.0,2016,DEC,4.0,2016-12-01,0.0,20093.0,0.0
Stanislaus,5393.0,39.0,0.0,34969.0,170.0,28.0,40362.0,209.0,28.0,13928.0,70477.0,84405.0,105.0,46.0,485.0,195.0,590.0,241.0,0.0,36.0,36.0,,0.0,0.0,42208.0,11420952.0,,,27249.0,,,11448201.0,2016,DEC,4.0,2016-12-01,0.0,42208.0,0.0
Sutter,665.0,15.0,0.0,4848.0,50.0,13.0,5513.0,65.0,13.0,1800.0,10745.0,12545.0,42.0,16.0,140.0,62.0,182.0,78.0,0.0,18.0,18.0,,0.0,0.0,5915.0,1699521.0,,,10596.0,,,1710117.0,2016,DEC,4.0,2016-12-01,0.0,5915.0,0.0
Tehama,470.0,0.0,0.0,3862.0,25.0,2.0,4332.0,25.0,2.0,1229.0,8090.0,9319.0,0.0,0.0,63.0,30.0,63.0,30.0,0.0,3.0,3.0,,0.0,0.0,4663.0,1205544.0,,,4682.0,,,1210226.0,2016,DEC,4.0,2016-12-01,0.0,4663.0,0.0
Trinity,58.0,0.0,0.0,955.0,1.0,0.0,1013.0,1.0,0.0,137.0,1613.0,1750.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,1075.0,244916.0,,,154.0,,,245070.0,2016,DEC,4.0,2016-12-01,0.0,1075.0,0.0
Tulare,7281.0,67.0,0.0,43580.0,771.0,200.0,50861.0,838.0,200.0,19844.0,97393.0,117237.0,154.0,75.0,2138.0,840.0,2292.0,915.0,0.0,250.0,250.0,,0.0,0.0,60735.0,16248793.0,,,131957.0,,,16380750.0,2016,DEC,4.0,2016-12-01,0.0,60735.0,0.0
Tuolumne,276.0,1.0,0.0,2768.0,6.0,3.0,3044.0,7.0,3.0,661.0,4646.0,5307.0,5.0,1.0,10.0,7.0,15.0,8.0,0.0,6.0,6.0,,0.0,0.0,3212.0,704613.0,,,1158.0,,,705771.0,2016,DEC,4.0,2016-12-01,0.0,3212.0,0.0
Ventura,2829.0,24.0,0.0,33464.0,318.0,215.0,36293.0,342.0,215.0,7267.0,65516.0,72783.0,49.0,32.0,756.0,349.0,805.0,381.0,0.0,282.0,282.0,,0.0,0.0,42168.0,9894866.0,,,126307.0,,,10021173.0,2016,DEC,4.0,2016-12-01,0.0,42168.0,0.0
Yolo,857.0,36.0,1.0,9076.0,150.0,58.0,9933.0,186.0,59.0,2221.0,16823.0,19044.0,88.0,54.0,380.0,216.0,468.0,270.0,5.0,85.0,90.0,,0.0,0.0,11820.0,2620125.0,,,42052.0,,,2662177.0,2016,DEC,4.0,2016-12-01,0.0,11820.0,0.0
Yuba,784.0,6.0,1.0,5168.0,21.0,3.0,5952.0,27.0,4.0,2084.0,10643.0,12727.0,16.0,7.0,72.0,31.0,88.0,38.0,1.0,3.0,4.0,,0.0,0.0,6319.0,1749672.0,,,4394.0,,,1754066.0,2016,DEC,4.0,2016-12-01,0.0,6319.0,0.0
California,251560.0,4969.0,334.0,1714131.0,20848.0,10499.0,1965691.0,25817.0,10833.0,642108.0,3423264.0,4065372.0,11047.0,6741.0,49909.0,25572.0,60956.0,32313.0,457.0,13519.0,13976.0,,0.0,0.0,2159819.0,567620029.0,,,5381873.0,,,573001902.0,2017,FEB,1.0,2017-02-01,0.0,2159819.0,0.0
Alameda,5487.0,224.0,9.0,49591.0,1370.0,672.0,55078.0,1594.0,681.0,12589.0,90923.0,103512.0,515.0,297.0,3122.0,1805.0,3637.0,2102.0,17.0,908.0,925.0,,0.0,0.0,57353.0,15004663.0,,,338366.0,,,15343029.0,2017,FEB,1.0,2017-02-01,0.0,57353.0,0.0
Alpine,0.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,0.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,85.0,17720.0,,,0.0,,,17720.0,2017,FEB,1.0,2017-02-01,0.0,85.0,0.0
Amador,132.0,0.0,0.0,1561.0,4.0,1.0,1693.0,4.0,1.0,335.0,2802.0,3137.0,0.0,0.0,11.0,4.0,11.0,4.0,0.0,1.0,1.0,,0.0,0.0,1801.0,412891.0,,,474.0,,,413365.0,2017,FEB,1.0,2017-02-01,0.0,1801.0,0.0
Butte,1650.0,7.0,0.0,14706.0,38.0,25.0,16356.0,45.0,25.0,4102.0,26525.0,30627.0,11.0,7.0,110.0,41.0,121.0,48.0,0.0,29.0,29.0,,0.0,0.0,17432.0,4190949.0,,,10625.0,,,4201574.0,2017,FEB,1.0,2017-02-01,0.0,17432.0,0.0
Calaveras,192.0,0.0,0.0,2625.0,7.0,4.0,2817.0,7.0,4.0,515.0,4563.0,5078.0,0.0,0.0,12.0,8.0,12.0,8.0,0.0,5.0,5.0,,0.0,0.0,2995.0,672046.0,,,1512.0,,,673558.0,2017,FEB,1.0,2017-02-01,0.0,2995.0,0.0
Colusa,81.0,1.0,0.0,595.0,2.0,1.0,676.0,3.0,1.0,211.0,1388.0,1599.0,2.0,1.0,4.0,2.0,6.0,3.0,0.0,1.0,1.0,,0.0,0.0,746.0,200770.0,,,340.0,,,201110.0,2017,FEB,1.0,2017-02-01,0.0,746.0,0.0
Contra Costa,3870.0,105.0,0.0,26967.0,382.0,131.0,30837.0,487.0,131.0,8979.0,52414.0,61393.0,244.0,162.0,918.0,502.0,1162.0,664.0,0.0,166.0,166.0,,0.0,0.0,36968.0,8875815.0,,,84447.0,,,8960262.0,2017,FEB,1.0,2017-02-01,0.0,36968.0,0.0
Del Norte,373.0,1.0,0.0,2173.0,1.0,0.0,2546.0,2.0,0.0,1094.0,4130.0,5224.0,4.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,,0.0,0.0,2665.0,687616.0,,,284.0,,,687900.0,2017,FEB,1.0,2017-02-01,0.0,2665.0,0.0
El Dorado,525.0,1.0,0.0,6332.0,30.0,10.0,6857.0,31.0,10.0,1283.0,10906.0,12189.0,1.0,1.0,83.0,37.0,84.0,38.0,0.0,13.0,13.0,,0.0,0.0,7221.0,1634090.0,,,4379.0,,,1638469.0,2017,FEB,1.0,2017-02-01,0.0,7221.0,0.0
Fresno,12202.0,202.0,19.0,77439.0,673.0,214.0,89641.0,875.0,233.0,33175.0,174209.0,207384.0,519.0,243.0,1828.0,774.0,2347.0,1017.0,32.0,262.0,294.0,,0.0,0.0,103728.0,30565821.0,,,163743.0,,,30729564.0,2017,FEB,1.0,2017-02-01,0.0,103728.0,0.0
Glenn,215.0,1.0,0.0,1310.0,7.0,0.0,1525.0,8.0,0.0,578.0,2949.0,3527.0,2.0,1.0,21.0,8.0,23.0,9.0,0.0,0.0,0.0,,0.0,0.0,1672.0,438741.0,,,772.0,,,439513.0,2017,FEB,1.0,2017-02-01,0.0,1672.0,0.0
Humboldt,857.0,2.0,0.0,11361.0,27.0,4.0,12218.0,29.0,4.0,2149.0,18425.0,20574.0,2.0,3.0,60.0,32.0,62.0,35.0,0.0,5.0,5.0,,0.0,0.0,12980.0,2886755.0,,,5094.0,,,2891849.0,2017,FEB,1.0,2017-02-01,0.0,12980.0,0.0
Imperial,2254.0,31.0,4.0,14589.0,330.0,48.0,16843.0,361.0,52.0,6356.0,34144.0,40500.0,82.0,31.0,910.0,352.0,992.0,383.0,5.0,52.0,57.0,,0.0,0.0,18094.0,5206365.0,,,43148.0,,,5249513.0,2017,FEB,1.0,2017-02-01,0.0,18094.0,0.0
Inyo,92.0,0.0,0.0,917.0,4.0,2.0,1009.0,4.0,2.0,244.0,1655.0,1899.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,2.0,2.0,,0.0,0.0,1071.0,247403.0,,,518.0,,,247921.0,2017,FEB,1.0,2017-02-01,0.0,1071.0,0.0
Kern,9990.0,51.0,0.0,58707.0,489.0,262.0,68697.0,540.0,262.0,26725.0,133006.0,159731.0,137.0,59.0,1345.0,536.0,1482.0,595.0,0.0,406.0,406.0,,0.0,0.0,73835.0,21461304.0,,,132624.0,,,21593928.0,2017,FEB,1.0,2017-02-01,0.0,73835.0,0.0
Kings,1523.0,21.0,0.0,9058.0,126.0,27.0,10581.0,147.0,27.0,4181.0,19813.0,23994.0,56.0,21.0,369.0,133.0,425.0,154.0,0.0,37.0,37.0,,0.0,0.0,11420.0,3128065.0,,,19500.0,,,3147565.0,2017,FEB,1.0,2017-02-01,0.0,11420.0,0.0
Lake,583.0,7.0,0.0,5831.0,24.0,5.0,6414.0,31.0,5.0,1505.0,10534.0,12039.0,19.0,7.0,54.0,27.0,73.0,34.0,0.0,7.0,7.0,,0.0,0.0,6769.0,1633104.0,,,4521.0,,,1637625.0,2017,FEB,1.0,2017-02-01,0.0,6769.0,0.0
Lassen,243.0,1.0,0.0,1331.0,3.0,0.0,1574.0,4.0,0.0,663.0,2420.0,3083.0,4.0,1.0,8.0,4.0,12.0,5.0,0.0,0.0,0.0,,0.0,0.0,1670.0,430455.0,,,466.0,,,430921.0,2017,FEB,1.0,2017-02-01,0.0,1670.0,0.0
Los Angeles,83348.0,2247.0,248.0,439310.0,5328.0,3212.0,522658.0,7575.0,3460.0,203504.0,845761.0,1049265.0,4695.0,3076.0,12309.0,6612.0,17004.0,9688.0,305.0,4101.0,4406.0,,0.0,0.0,566729.0,153567552.0,,,1757942.0,,,155325494.0,2017,FEB,1.0,2017-02-01,0.0,566729.0,0.0
Madera,1794.0,15.0,1.0,9875.0,62.0,9.0,11669.0,77.0,10.0,4893.0,23478.0,28371.0,47.0,15.0,184.0,65.0,231.0,80.0,1.0,17.0,18.0,,0.0,0.0,8817.0,3747785.0,,,9438.0,,,3757223.0,2017,FEB,1.0,2017-02-01,0.0,8817.0,0.0
Marin,528.0,32.0,3.0,5158.0,230.0,63.0,5686.0,262.0,66.0,1141.0,7947.0,9088.0,65.0,36.0,463.0,277.0,528.0,313.0,3.0,71.0,74.0,,0.0,0.0,6236.0,1363891.0,,,32818.0,,,1396709.0,2017,FEB,1.0,2017-02-01,0.0,6236.0,0.0
Mariposa,90.0,1.0,0.0,906.0,3.0,1.0,996.0,4.0,1.0,241.0,1563.0,1804.0,1.0,1.0,7.0,3.0,8.0,4.0,0.0,1.0,1.0,,0.0,0.0,1062.0,246515.0,,,742.0,,,247257.0,2017,FEB,1.0,2017-02-01,0.0,1062.0,0.0
Mendocino,559.0,8.0,1.0,5593.0,32.0,10.0,6152.0,40.0,11.0,1410.0,10150.0,11560.0,19.0,8.0,87.0,34.0,106.0,42.0,1.0,12.0,13.0,,0.0,0.0,6604.0,1646180.0,,,6865.0,,,1653045.0,2017,FEB,1.0,2017-02-01,0.0,6604.0,0.0
Merced,3648.0,15.0,1.0,19932.0,84.0,11.0,23580.0,99.0,12.0,9817.0,44983.0,54800.0,33.0,16.0,239.0,94.0,272.0,110.0,1.0,12.0,13.0,,0.0,0.0,25098.0,7270831.0,,,10092.0,,,7280923.0,2017,FEB,1.0,2017-02-01,0.0,25098.0,0.0
Modoc,77.0,1.0,0.0,459.0,0.0,1.0,536.0,1.0,1.0,210.0,948.0,1158.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,,0.0,0.0,575.0,152721.0,,,493.0,,,153214.0,2017,FEB,1.0,2017-02-01,0.0,575.0,0.0
