county,consortium,month,year,federal_fiscal_year,state_fiscal_year,qtr_medical_rcv_calfresh_pct,qtr_calfresh_persons_rcv_medical,qtr_calfresh_persons_rcv_medical_pct,quarter,fulldate,ann_calfresh_hh_sfy_avg,ann_calfresh_hh_cy_avg,ann_calfresh_persons_sfy_avg,ann_calfresh_persons_cy_avg,ann_elderly,ann_children,ann_child_only_hh,ann_esl,ann_wic_calfresh_reachable,ann_calfresh_in_wic,ann_tot_pop,ann_elderly_over60,ann_children_under18,ann_tot_esl_over5,ann_tot_ssi_recipients,unemployment_pct,ann_calfresh_eligibles,mth_calfresh_hh,mth_calfresh_persons,mth_medical_enrollment,mth_timeliness_30d_pct,mth_timeliness_exp_pct,mth_negative_error_completed_cases,mth_negative_error_pct,mth_active_error_rate_pct,pri_est_frequency,calfresh_persons_cy_avg,calfresh_eligibles,five_yr_est_range,pri_us_census_est_pct,qtr_timeliness_exp_pct,qtr_30d_churn_reapps_pct,qtr_90d_churn_reapps_pct,qtr_30d_churn_recerts_pct,qtr_90d_churn_recerts_pct
Kern,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,62018.0,148300.0,343087.0,0.9965,\N,\N,\N,0.0167,,,,,,,,,,
Kings,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,10206.0,23991.0,50289.0,1.0,\N,\N,\N,0.0747,,,,,,,,,,
Lake,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,5596.0,11152.0,26600.0,0.9493,\N,\N,\N,0.0747,,,,,,,,,,
Lassen,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,1543.0,3179.0,6841.0,0.869,\N,\N,\N,0.0747,,,,,,,,,,
Los Angeles,LRS,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,594539.0,1206481.0,3551370.0,0.9671,\N,\N,\N,0.0476,,,,,,,,,,
Madera,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,11563.0,28930.0,63820.0,0.9834,\N,\N,\N,0.0747,,,,,,,,,,
Marin,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,6237.0,10393.0,38442.0,0.9706,\N,\N,\N,0.0747,,,,,,,,,,
Mariposa,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,1011.0,1980.0,4393.0,0.8333,\N,\N,\N,0.0747,,,,,,,,,,
Mendocino,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,7459.0,13838.0,35677.0,0.988,\N,\N,\N,0.0747,,,,,,,,,,
Merced,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,24398.0,57747.0,123068.0,0.988,\N,\N,\N,0.0125,,,,,,,,,,
Modoc,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,481.0,1047.0,2825.0,0.9643,\N,\N,\N,0.0747,,,,,,,,,,
Mono,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,471.0,794.0,3068.0,0.9583,\N,\N,\N,0.0747,,,,,,,,,,
Monterey,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,21227.0,47761.0,150320.0,1.0,\N,\N,\N,0.0806,,,,,,,,,,
Napa,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,3498.0,7286.0,28593.0,0.9701,\N,\N,\N,0.0747,,,,,,,,,,
Nevada,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,4183.0,7692.0,21343.0,0.9847,\N,\N,\N,0.0747,,,,,,,,,,
Orange,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,117473.0,271367.0,773744.0,0.9834,\N,\N,\N,0.0333,,,,,,,,,,
Placer,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,9361.0,18581.0,55827.0,0.9945,\N,\N,\N,0.0747,,,,,,,,,,
Plumas,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,962.0,1884.0,5088.0,0.9855,\N,\N,\N,0.0747,,,,,,,,,,
Riverside,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,125528.0,292114.0,701303.0,0.995,\N,\N,\N,0.038,,,,,,,,,,
Sacramento,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,102650.0,219596.0,482309.0,0.9901,\N,\N,\N,0.0023,,,,,,,,,,
San Benito,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,2718.0,6172.0,16278.0,1.0,\N,\N,\N,0.0747,,,,,,,,,,
San Bernardino,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,174601.0,396223.0,762138.0,0.9999,\N,\N,\N,0.0166,,,,,,,,,,
San Diego,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,135615.0,281485.0,743379.0,0.9376,\N,\N,\N,0.0409,,,,,,,,,,
San Francisco,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,33160.0,54386.0,210794.0,0.9666,\N,\N,\N,0.0718,,,,,,,,,,
San Joaquin,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,50489.0,118282.0,263380.0,0.9771,\N,\N,\N,0.0444,,,,,,,,,,
San Luis Obispo,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,9498.0,17891.0,54375.0,0.9625,\N,\N,\N,0.0747,,,,,,,,,,
San Mateo,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,16013.0,32069.0,137438.0,0.9747,\N,\N,\N,0.0747,,,,,,,,,,
Santa Barbara,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,15866.0,34880.0,120690.0,0.9264,\N,\N,\N,0.0747,,,,,,,,,,
Santa Clara,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,55790.0,114549.0,398740.0,0.9806,\N,\N,\N,0.0264,,,,,,,,,,
Santa Cruz,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,12218.0,23245.0,68520.0,0.8931,\N,\N,\N,0.0747,,,,,,,,,,
Shasta,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,12864.0,24920.0,59613.0,0.9698,\N,\N,\N,0.0747,,,,,,,,,,
Sierra,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,163.0,292.0,740.0,1.0,\N,\N,\N,0.0747,,,,,,,,,,
Siskiyou,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,3189.0,6885.0,15762.0,1.0,\N,\N,\N,0.0747,,,,,,,,,,
Solano,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,22498.0,44005.0,106472.0,0.9287,\N,\N,\N,0.0116,,,,,,,,,,
Sonoma,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,19452.0,35367.0,111825.0,0.928,\N,\N,\N,0.0747,,,,,,,,,,
Stanislaus,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,42886.0,92707.0,204666.0,0.9768,\N,\N,\N,0.0158,,,,,,,,,,
Sutter,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,5653.0,13099.0,36722.0,0.9858,\N,\N,\N,0.0747,,,,,,,,,,
Tehama,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,4975.0,11022.0,25192.0,0.9688,\N,\N,\N,0.0747,,,,,,,,,,
Trinity,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,1015.0,1854.0,4404.0,0.9836,\N,\N,\N,0.0747,,,,,,,,,,
Tulare,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,51122.0,134191.0,228123.0,0.9886,\N,\N,\N,0.0395,,,,,,,,,,
Tuolumne,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,3006.0,5537.0,13391.0,0.931,\N,\N,\N,0.0747,,,,,,,,,,
Ventura,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,35266.0,77613.0,201348.0,0.9805,\N,\N,\N,0.0323,,,,,,,,,,
Yolo,CalWIN,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,8985.0,18635.0,49662.0,0.9082,\N,\N,\N,0.0747,,,,,,,,,,
Yuba,C-IV,AUG,2014,2014.0,2014/15,,,,3.0,2014-08-01,,,,,,,,,,,,,,,,,,6045.0,13474.0,27923.0,1.0,\N,\N,\N,0.0747,,,,,,,,,,
California,n/a,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,2085940.0,4475930.0,11777439.0,0.9664,\N,\N,\N,0.0511,,,,,,,,,,
Alameda,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,63346.0,124584.0,393082.0,0.8735,\N,\N,\N,0.0401,,,,,,,,,,
Alpine,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,114.0,187.0,368.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
Amador,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,1740.0,3334.0,7291.0,0.9457,\N,\N,\N,0.0785,,,,,,,,,,
Butte,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,15732.0,31145.0,75909.0,0.8995,\N,\N,\N,0.0785,,,,,,,,,,
Calaveras,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,2844.0,5349.0,10922.0,0.9924,\N,\N,\N,0.0785,,,,,,,,,,
Colusa,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,694.0,1645.0,7944.0,0.625,\N,\N,\N,0.0785,,,,,,,,,,
Contra Costa,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,35470.0,76636.0,238194.0,0.9171,\N,\N,\N,0.0382,,,,,,,,,,
Del Norte,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,2532.0,5224.0,10744.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
El Dorado,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,6895.0,12486.0,33940.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
Fresno,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,94350.0,223815.0,432046.0,0.9629,\N,\N,\N,0.0212,,,,,,,,,,
Glenn,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,1495.0,3628.0,10863.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
Humboldt,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,10835.0,19410.0,45076.0,0.9949,\N,\N,\N,0.0785,,,,,,,,,,
Imperial,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,16319.0,41364.0,82989.0,0.9352,\N,\N,\N,0.0785,,,,,,,,,,
Inyo,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,1052.0,2126.0,5239.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
Kern,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,62190.0,148216.0,345812.0,0.9908,\N,\N,\N,0.0162,,,,,,,,,,
Kings,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,10155.0,23767.0,50621.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
Lake,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,5641.0,11212.0,27004.0,0.9498,\N,\N,\N,0.0785,,,,,,,,,,
Lassen,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,1551.0,3195.0,6898.0,0.8125,\N,\N,\N,0.0785,,,,,,,,,,
Los Angeles,LRS,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,588401.0,1195488.0,3585120.0,0.9714,\N,\N,\N,0.0471,,,,,,,,,,
Madera,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,11555.0,28818.0,64275.0,0.9872,\N,\N,\N,0.0785,,,,,,,,,,
Marin,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,6255.0,10417.0,39085.0,0.9833,\N,\N,\N,0.0785,,,,,,,,,,
Mariposa,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,1025.0,1988.0,4413.0,0.8824,\N,\N,\N,0.0785,,,,,,,,,,
Mendocino,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,7483.0,13870.0,36092.0,0.9902,\N,\N,\N,0.0785,,,,,,,,,,
Merced,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,24352.0,57532.0,124782.0,0.9944,\N,\N,\N,0.0112,,,,,,,,,,
Modoc,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,478.0,1027.0,2899.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
Mono,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,456.0,768.0,3117.0,0.9545,\N,\N,\N,0.0785,,,,,,,,,,
Monterey,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,20834.0,46724.0,151356.0,0.9989,\N,\N,\N,0.0753,,,,,,,,,,
Napa,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,3461.0,7145.0,28746.0,0.8897,\N,\N,\N,0.0785,,,,,,,,,,
Nevada,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,4189.0,7698.0,21573.0,0.9871,\N,\N,\N,0.0785,,,,,,,,,,
Orange,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,117886.0,271789.0,784243.0,0.9808,\N,\N,\N,0.0354,,,,,,,,,,
Placer,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,9366.0,18662.0,56555.0,0.9856,\N,\N,\N,0.0785,,,,,,,,,,
Plumas,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,985.0,1917.0,5120.0,0.9875,\N,\N,\N,0.0785,,,,,,,,,,
Riverside,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,126948.0,294878.0,710630.0,0.9951,\N,\N,\N,0.0373,,,,,,,,,,
Sacramento,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,103388.0,219662.0,488960.0,0.9888,\N,\N,\N,0.0021,,,,,,,,,,
San Benito,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,2707.0,6079.0,16152.0,0.9907,\N,\N,\N,0.0785,,,,,,,,,,
San Bernardino,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,176313.0,398993.0,768914.0,0.9999,\N,\N,\N,0.028,,,,,,,,,,
San Diego,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,136833.0,282917.0,746147.0,0.8811,\N,\N,\N,0.0388,,,,,,,,,,
San Francisco,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,33024.0,53990.0,211853.0,0.9716,\N,\N,\N,0.0723,,,,,,,,,,
San Joaquin,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,50913.0,118832.0,266134.0,0.9747,\N,\N,\N,0.0457,,,,,,,,,,
San Luis Obispo,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,9505.0,17784.0,54921.0,0.9739,\N,\N,\N,0.0785,,,,,,,,,,
San Mateo,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,16082.0,32077.0,139275.0,0.9639,\N,\N,\N,0.0785,,,,,,,,,,
Santa Barbara,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,15844.0,34777.0,121782.0,0.9249,\N,\N,\N,0.0785,,,,,,,,,,
Santa Clara,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,55623.0,114046.0,395384.0,0.9794,\N,\N,\N,0.0284,,,,,,,,,,
Santa Cruz,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,12178.0,23189.0,69367.0,0.8855,\N,\N,\N,0.0785,,,,,,,,,,
Shasta,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,12814.0,24800.0,60128.0,0.9611,\N,\N,\N,0.0785,,,,,,,,,,
Sierra,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,157.0,281.0,756.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
Siskiyou,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,3201.0,6926.0,15953.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
Solano,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,22309.0,43464.0,107571.0,0.9283,\N,\N,\N,0.0122,,,,,,,,,,
Sonoma,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,19486.0,35283.0,113170.0,0.957,\N,\N,\N,0.0785,,,,,,,,,,
Stanislaus,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,42836.0,92354.0,207586.0,0.9822,\N,\N,\N,0.0135,,,,,,,,,,
Sutter,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,5597.0,12953.0,36925.0,0.979,\N,\N,\N,0.0785,,,,,,,,,,
Tehama,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,4898.0,10820.0,25345.0,0.9686,\N,\N,\N,0.0785,,,,,,,,,,
Trinity,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,1006.0,1827.0,4483.0,0.9615,\N,\N,\N,0.0785,,,,,,,,,,
Tulare,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,51030.0,133282.0,229352.0,0.9849,\N,\N,\N,0.0411,,,,,,,,,,
Tuolumne,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,3003.0,5536.0,13440.0,0.9262,\N,\N,\N,0.0785,,,,,,,,,,
Ventura,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,35436.0,77875.0,202455.0,0.9744,\N,\N,\N,0.0368,,,,,,,,,,
Yolo,CalWIN,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,9116.0,18709.0,50332.0,0.8305,\N,\N,\N,0.0785,,,,,,,,,,
Yuba,C-IV,SEP,2014,2014.0,2014/15,,,,3.0,2014-09-01,,,,,,,,,,,,,,,,,,6012.0,13430.0,28106.0,1.0,\N,\N,\N,0.0785,,,,,,,,,,
California,n/a,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,2086042.0,4426326.0,12011742.0,0.9679,\N,89.0,0.326,0.0976,,,,,,,,,,
Alameda,CalWIN,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,62544.0,123357.0,399493.0,0.8628,\N,2.0,1.0,0.1084,,,,,,,,,,
Alpine,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,106.0,173.0,370.0,1.0,\N,9.0,0.222,0.0097,,,,,,,,,,
Amador,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,1710.0,3293.0,7390.0,1.0,\N,9.0,0.222,0.0097,,,,,,,,,,
Butte,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,15913.0,31182.0,76471.0,0.9311,\N,9.0,0.222,0.0097,,,,,,,,,,
Calaveras,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,2871.0,5405.0,11093.0,1.0,\N,9.0,0.222,0.0097,,,,,,,,,,
Colusa,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,657.0,1504.0,8036.0,0.7209,\N,9.0,0.222,0.0097,,,,,,,,,,
Contra Costa,CalWIN,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,35636.0,72574.0,244743.0,0.9486,\N,2.0,0.5,0.0328,,,,,,,,,,
Del Norte,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,2515.0,5189.0,10987.0,1.0,\N,9.0,0.222,0.0097,,,,,,,,,,
El Dorado,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,7012.0,12770.0,34468.0,1.0,\N,9.0,0.222,0.0097,,,,,,,,,,
Fresno,CalWIN,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,94840.0,224037.0,439206.0,0.9738,\N,3.0,0.333,0.0133,,,,,,,,,,
Glenn,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,1476.0,3551.0,11076.0,1.0,\N,9.0,0.222,0.0097,,,,,,,,,,
Humboldt,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,11221.0,19926.0,46015.0,0.9925,\N,9.0,0.222,0.0097,,,,,,,,,,
Imperial,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,16660.0,42071.0,84011.0,0.9295,\N,9.0,0.222,0.0097,,,,,,,,,,
Inyo,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,1020.0,2041.0,5316.0,0.98,\N,9.0,0.222,0.0097,,,,,,,,,,
Kern,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,62201.0,148351.0,349789.0,0.9964,\N,7.0,0.143,0.0047,,,,,,,,,,
Kings,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,10126.0,23622.0,51684.0,0.9958,\N,9.0,0.222,0.0097,,,,,,,,,,
Lake,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,5736.0,11343.0,27590.0,0.9545,\N,9.0,0.222,0.0097,,,,,,,,,,
Lassen,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,1550.0,3176.0,7059.0,0.8871,\N,9.0,0.222,0.0097,,,,,,,,,,
Los Angeles,LRS,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,582786.0,1183443.0,3662750.0,0.9594,\N,13.0,0.462,0.1139,,,,,,,,,,
Madera,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,11510.0,28658.0,65477.0,0.9887,\N,9.0,0.222,0.0097,,,,,,,,,,
Marin,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,6316.0,10466.0,39739.0,0.9614,\N,9.0,0.222,0.0097,,,,,,,,,,
Mariposa,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,1052.0,2022.0,4512.0,0.8364,\N,9.0,0.222,0.0097,,,,,,,,,,
Mendocino,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,7277.0,13459.0,36747.0,0.9909,\N,9.0,0.222,0.0097,,,,,,,,,,
Merced,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,24186.0,56912.0,127394.0,0.9933,\N,1.0,0.0,0.0195,,,,,,,,,,
Modoc,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,466.0,1012.0,2941.0,1.0,\N,9.0,0.222,0.0097,,,,,,,,,,
Mono,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,481.0,812.0,3232.0,1.0,\N,9.0,0.222,0.0097,,,,,,,,,,
Monterey,C-IV,NOV,2014,2015.0,2014/15,,,,4.0,2014-11-01,,,,,,,,,,,,,,,,,,20668.0,46178.0,154801.0,0.9994,\N,1.0,0.0,0.0772,,,,,,,,,,
