county,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,month,quarter,fulldate,hispanic_pa,hispanic_na,hispanic_tot,asian_pac_islander_pa,asian_pac_islander_na,asian_pac_islander_tot,other_pa,other_na,other_tot,asian_pac_islander_other_pa,asian_pac_islander_other_na,asian_pac_islander_other_tot,asian_pac_islander_total_pa,asian_pac_islander_total_na,asian_pac_islander_total_tot
Fresno,222.0,813.0,1035.0,851.0,5081.0,5932.0,28.0,302.0,330.0,137.0,625.0,762.0,11.0,87.0,98.0,5.0,59.0,64.0,44.0,286.0,330.0,1.0,37.0,38.0,153.0,1108.0,1261.0,16.0,178.0,194.0,456.0,2399.0,2855.0,0.0,0.0,0.0,1732.0,8276.0,10008.0,132.0,1174.0,1306.0,22.0,157.0,179.0,1.0,13.0,14.0,9.0,45.0,54.0,100.0,959.0,1059.0,0.0,0.0,0.0,3366.0,20876.0,24242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9046.0,42521.0,51567.0,1.0,4.0,5.0,15350.0,78745.0,94095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9046.0,42521.0,51567.0,0.0,0.0,0.0,9046.0,42521.0,51567.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Glenn,8.0,36.0,44.0,12.0,52.0,64.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,37.0,47.0,0.0,2.0,2.0,2.0,10.0,12.0,0.0,0.0,0.0,5.0,14.0,19.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,901.0,1053.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,35.0,206.0,241.0,23.0,65.0,88.0,237.0,1287.0,1524.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,202.0,233.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,199.0,233.0,18.0,60.0,78.0,84.0,467.0,551.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Humboldt,168.0,878.0,1046.0,32.0,256.0,288.0,1.0,14.0,15.0,0.0,5.0,5.0,1.0,11.0,12.0,0.0,6.0,6.0,2.0,22.0,24.0,1.0,8.0,9.0,6.0,65.0,71.0,0.0,4.0,4.0,20.0,109.0,129.0,1.0,12.0,13.0,33.0,216.0,249.0,9.0,71.0,80.0,2.0,20.0,22.0,0.0,2.0,2.0,1.0,9.0,10.0,6.0,39.0,45.0,0.0,1.0,1.0,704.0,6630.0,7334.0,34.0,246.0,280.0,0.0,8.0,8.0,6.0,33.0,39.0,2.0,15.0,17.0,30.0,294.0,324.0,66.0,806.0,872.0,1084.0,9453.0,10537.0,7.0,33.0,40.0,0.0,9.0,9.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,13.0,17.0,0.0,0.0,0.0,36.0,216.0,252.0,1.0,22.0,23.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,23.0,216.0,239.0,58.0,353.0,411.0,129.0,877.0,1006.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Imperial,45.0,138.0,183.0,9.0,75.0,84.0,2.0,9.0,11.0,1.0,0.0,1.0,2.0,15.0,17.0,1.0,1.0,2.0,3.0,25.0,28.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,9.0,9.0,0.0,6.0,6.0,39.0,266.0,305.0,5.0,25.0,30.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,19.0,20.0,0.0,0.0,0.0,1731.0,10529.0,12260.0,3.0,32.0,35.0,3.0,8.0,11.0,1.0,13.0,14.0,0.0,4.0,4.0,206.0,2071.0,2277.0,191.0,499.0,690.0,2233.0,13660.0,15893.0,7.0,7.0,14.0,5.0,18.0,23.0,1.0,6.0,7.0,1.0,0.0,1.0,1.0,6.0,7.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,1575.0,9305.0,10880.0,2.0,13.0,15.0,3.0,7.0,10.0,1.0,5.0,6.0,0.0,0.0,0.0,203.0,2056.0,2259.0,86.0,380.0,466.0,1883.0,11815.0,13698.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Inyo,52.0,220.0,272.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,571.0,611.0,1.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,44.0,9.0,99.0,108.0,105.0,961.0,1066.0,1.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,43.0,9.0,95.0,104.0,17.0,179.0,196.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Kern,67.0,333.0,400.0,199.0,1112.0,1311.0,112.0,398.0,510.0,19.0,75.0,94.0,0.0,19.0,19.0,2.0,15.0,17.0,39.0,411.0,450.0,0.0,19.0,19.0,4.0,12.0,16.0,4.0,29.0,33.0,16.0,108.0,124.0,3.0,26.0,29.0,1735.0,5446.0,7181.0,45.0,231.0,276.0,4.0,16.0,20.0,0.0,18.0,18.0,10.0,21.0,31.0,31.0,175.0,206.0,0.0,1.0,1.0,5629.0,29832.0,35461.0,24.0,196.0,220.0,7.0,25.0,32.0,50.0,104.0,154.0,5.0,22.0,27.0,667.0,3424.0,4091.0,2803.0,9748.0,12551.0,11231.0,50473.0,61704.0,22.0,115.0,137.0,108.0,335.0,443.0,93.0,249.0,342.0,5.0,28.0,33.0,0.0,2.0,2.0,1.0,3.0,4.0,3.0,35.0,38.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,11.0,15.0,0.0,4.0,4.0,41.0,113.0,154.0,32.0,130.0,162.0,1.0,2.0,3.0,0.0,2.0,2.0,5.0,9.0,14.0,26.0,117.0,143.0,0.0,0.0,0.0,2849.0,13549.0,16398.0,7.0,56.0,63.0,5.0,10.0,15.0,13.0,19.0,32.0,3.0,7.0,10.0,633.0,3251.0,3884.0,2689.0,8896.0,11585.0,6402.0,26481.0,32883.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Kings,5.0,49.0,54.0,59.0,263.0,322.0,35.0,97.0,132.0,1.0,8.0,9.0,2.0,2.0,4.0,1.0,4.0,5.0,14.0,117.0,131.0,2.0,2.0,4.0,2.0,12.0,14.0,0.0,7.0,7.0,1.0,12.0,13.0,1.0,2.0,3.0,128.0,693.0,821.0,6.0,51.0,57.0,1.0,10.0,11.0,1.0,2.0,3.0,3.0,15.0,18.0,1.0,24.0,25.0,0.0,0.0,0.0,475.0,2749.0,3224.0,1.0,6.0,7.0,0.0,2.0,2.0,0.0,12.0,12.0,2.0,9.0,11.0,108.0,558.0,666.0,858.0,4150.0,5008.0,1642.0,8542.0,10184.0,1.0,17.0,18.0,35.0,110.0,145.0,34.0,92.0,126.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,15.0,18.0,4.0,27.0,31.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,13.0,16.0,1.0,12.0,13.0,0.0,0.0,0.0,106.0,555.0,661.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,107.0,529.0,636.0,825.0,3910.0,4735.0,1082.0,5166.0,6248.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Lake,17.0,162.0,179.0,8.0,39.0,47.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,14.0,17.0,0.0,3.0,3.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,3.0,3.0,34.0,165.0,199.0,4.0,16.0,20.0,0.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,10.0,13.0,0.0,0.0,0.0,508.0,3755.0,4263.0,6.0,38.0,44.0,0.0,4.0,4.0,5.0,18.0,23.0,0.0,2.0,2.0,23.0,153.0,176.0,69.0,489.0,558.0,674.0,4841.0,5515.0,1.0,12.0,13.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,27.0,122.0,149.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,16.0,129.0,145.0,64.0,350.0,414.0,111.0,634.0,745.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Lassen,10.0,69.0,79.0,2.0,12.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,11.0,27.0,38.0,3.0,11.0,14.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,8.0,11.0,0.0,0.0,0.0,261.0,978.0,1239.0,3.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,31.0,22.0,78.0,100.0,319.0,1217.0,1536.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,40.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,20.0,19.0,52.0,71.0,31.0,114.0,145.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Los Angeles,1426.0,6613.0,8039.0,1733.0,17589.0,19322.0,96.0,641.0,737.0,333.0,1975.0,2308.0,239.0,3905.0,4144.0,33.0,352.0,385.0,351.0,3602.0,3953.0,152.0,1994.0,2146.0,62.0,313.0,375.0,197.0,3167.0,3364.0,223.0,1322.0,1545.0,47.0,318.0,365.0,13763.0,99108.0,112871.0,1041.0,6083.0,7124.0,87.0,329.0,416.0,555.0,3017.0,3572.0,386.0,2645.0,3031.0,0.0,0.0,0.0,13.0,92.0,105.0,45397.0,253487.0,298884.0,271.0,1517.0,1788.0,124.0,1020.0,1144.0,389.0,2600.0,2989.0,66.0,476.0,542.0,6015.0,33883.0,39898.0,16630.0,72823.0,89453.0,86855.0,495199.0,582054.0,1401.0,5911.0,7312.0,232.0,1087.0,1319.0,10.0,20.0,30.0,51.0,226.0,277.0,6.0,23.0,29.0,6.0,28.0,34.0,21.0,106.0,127.0,2.0,14.0,16.0,49.0,243.0,292.0,3.0,6.0,9.0,59.0,318.0,377.0,25.0,103.0,128.0,457.0,1690.0,2147.0,887.0,5178.0,6065.0,65.0,198.0,263.0,547.0,2980.0,3527.0,262.0,1911.0,2173.0,0.0,0.0,0.0,13.0,89.0,102.0,37444.0,198055.0,235499.0,241.0,927.0,1168.0,47.0,224.0,271.0,65.0,270.0,335.0,31.0,151.0,182.0,0.0,0.0,0.0,16630.0,72823.0,89453.0,57435.0,286316.0,343751.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Madera,15.0,101.0,116.0,23.0,113.0,136.0,6.0,50.0,56.0,1.0,6.0,7.0,1.0,2.0,3.0,0.0,0.0,0.0,10.0,22.0,32.0,0.0,2.0,2.0,1.0,6.0,7.0,0.0,7.0,7.0,4.0,14.0,18.0,0.0,4.0,4.0,59.0,373.0,432.0,4.0,24.0,28.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,18.0,21.0,0.0,0.0,0.0,1081.0,5239.0,6320.0,4.0,26.0,30.0,7.0,7.0,14.0,1.0,6.0,7.0,1.0,1.0,2.0,95.0,725.0,820.0,709.0,2887.0,3596.0,1999.0,9502.0,11501.0,1.0,19.0,20.0,3.0,40.0,43.0,2.0,31.0,33.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,9.0,12.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,665.0,2539.0,3204.0,0.0,5.0,5.0,7.0,6.0,13.0,0.0,1.0,1.0,1.0,1.0,2.0,94.0,717.0,811.0,667.0,2580.0,3247.0,1442.0,5926.0,7368.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Marin,16.0,52.0,68.0,27.0,273.0,300.0,9.0,61.0,70.0,1.0,3.0,4.0,4.0,20.0,24.0,0.0,11.0,11.0,4.0,33.0,37.0,0.0,23.0,23.0,0.0,1.0,1.0,3.0,76.0,79.0,6.0,36.0,42.0,0.0,9.0,9.0,91.0,555.0,646.0,12.0,34.0,46.0,3.0,7.0,10.0,0.0,0.0,0.0,1.0,4.0,5.0,8.0,23.0,31.0,0.0,0.0,0.0,433.0,3742.0,4175.0,7.0,60.0,67.0,0.0,1.0,1.0,4.0,27.0,31.0,3.0,3.0,6.0,132.0,324.0,456.0,39.0,330.0,369.0,764.0,5401.0,6165.0,12.0,25.0,37.0,7.0,22.0,29.0,5.0,19.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,14.0,17.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,267.0,1048.0,1315.0,7.0,28.0,35.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,128.0,288.0,416.0,37.0,275.0,312.0,464.0,1709.0,2173.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Mariposa,6.0,34.0,40.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,114.0,763.0,877.0,7.0,35.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,10.0,14.0,2.0,11.0,13.0,134.0,871.0,1005.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,54.0,69.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,8.0,10.0,22.0,76.0,98.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Mendocino,79.0,445.0,524.0,9.0,87.0,96.0,6.0,44.0,50.0,0.0,4.0,4.0,0.0,7.0,7.0,0.0,1.0,1.0,1.0,19.0,20.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,129.0,141.0,2.0,20.0,22.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,2.0,548.0,4927.0,5475.0,16.0,85.0,101.0,1.0,0.0,1.0,2.0,24.0,26.0,0.0,6.0,6.0,24.0,191.0,215.0,155.0,796.0,951.0,848.0,6710.0,7558.0,8.0,24.0,32.0,7.0,40.0,47.0,6.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,61.0,337.0,398.0,2.0,10.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,21.0,158.0,179.0,147.0,620.0,767.0,248.0,1196.0,1444.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Merced,36.0,115.0,151.0,215.0,1077.0,1292.0,29.0,79.0,108.0,0.0,12.0,12.0,3.0,17.0,20.0,2.0,4.0,6.0,14.0,74.0,88.0,1.0,8.0,9.0,23.0,106.0,129.0,3.0,9.0,12.0,138.0,747.0,885.0,2.0,21.0,23.0,323.0,1420.0,1743.0,17.0,134.0,151.0,4.0,19.0,23.0,2.0,10.0,12.0,4.0,28.0,32.0,7.0,74.0,81.0,0.0,3.0,3.0,3272.0,13650.0,16922.0,12.0,114.0,126.0,2.0,9.0,11.0,18.0,52.0,70.0,0.0,13.0,13.0,747.0,2782.0,3529.0,69.0,287.0,356.0,4711.0,19653.0,24364.0,11.0,45.0,56.0,5.0,27.0,32.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,16.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,12.0,44.0,56.0,5.0,61.0,66.0,0.0,4.0,4.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,55.0,57.0,0.0,1.0,1.0,2300.0,8127.0,10427.0,5.0,36.0,41.0,2.0,2.0,4.0,4.0,9.0,13.0,0.0,1.0,1.0,737.0,2717.0,3454.0,66.0,272.0,338.0,3147.0,11341.0,14488.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
Modoc,4.0,34.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,309.0,360.0,1.0,5.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,10.0,10.0,38.0,48.0,69.0,398.0,467.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,10.0,26.0,36.0,13.0,41.0,54.0,2014,JUL,3.0,2014-07-01,,,,,,,,,,,,,,,
