August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,,,,,,PART A.  ,,,,,,PART A.  ,,,,,,PART A.  ,,,,Part B,,Part B,,,,,,Part B,,,,,,Part B,,,,PART C,,PART C,,,,,,PART C,,,,,,PART C,,,,,,PART C,,,,,,,,PART C,,,,,,,,PART C,,,PART C,,,,,,,,PART C,,,,,,,,PART C,,,,PART D,,,,PART D,,,,,,,,PART D,,,PART D,,,,,,,,PART D,
Santa Cruz,944.0,272.0,882.0,527.0,2.0,14.0,16.0,0.0,286.0,286.0,0.0,104.0,104.0,0.0,182.0,182.0,0.0,29.0,29.0,0.0,69.0,69.0,11.0,518.0,529.0,4.0,218.0,222.0,4.0,216.0,220.0,0.0,1.0,1.0,0.0,1.0,1.0,7.0,300.0,307.0,1004.0,12173.0,13177.0,1014.0,12114.0,13128.0,-10.0,59.0,49.0,55.0,1129.0,1184.0,21.0,0.0,0.0,506.0,0.0,0.0,21.0,506.0,527.0,-22.0,22.0,0.0,2.0,20.0,22.0,1.0,2.0,3.0,53.0,579.0,632.0,1059.0,13302.0,14361.0,1056.0,13244.0,14300.0,25810.0,3.0,55.0,3.0,47.0,50.0,0.0,14.0,0.0,11.0,11.0,64.0,1262.0,1326.0,0.0,4.0,4.0,995.0,12040.0,13035.0,82.0,676.0,758.0,80.0,0.0,0.0,644.0,3.0,1.0,80.0,648.0,728.0,2.0,0.0,0.0,28.0,0.0,0.0,2.0,28.0,30.0,0.0,0.0,0.0,
Shasta,1305.0,326.0,1225.0,731.0,1.0,44.0,45.0,0.0,463.0,463.0,0.0,171.0,171.0,0.0,292.0,292.0,0.0,25.0,25.0,0.0,31.0,31.0,21.0,1204.0,1225.0,14.0,503.0,517.0,14.0,481.0,495.0,0.0,15.0,15.0,0.0,7.0,7.0,7.0,701.0,708.0,1217.0,10794.0,12011.0,1217.0,10795.0,12012.0,0.0,-1.0,-1.0,71.0,1228.0,1299.0,28.0,0.0,0.0,698.0,3.0,2.0,28.0,703.0,731.0,-3.0,3.0,0.0,5.0,26.0,31.0,6.0,133.0,139.0,35.0,363.0,398.0,1288.0,12022.0,13310.0,1286.0,11976.0,13262.0,24715.0,5.0,28.0,2.0,28.0,30.0,19.0,0.0,0.0,18.0,18.0,58.0,1244.0,1302.0,0.0,0.0,0.0,1230.0,10778.0,12008.0,97.0,543.0,640.0,97.0,0.0,0.0,519.0,4.0,2.0,97.0,525.0,622.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,
Sierra,12.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,9.0,139.0,148.0,9.0,139.0,148.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,11.0,12.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,9.0,154.0,163.0,8.0,154.0,162.0,276.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,9.0,143.0,152.0,2.0,18.0,20.0,2.0,0.0,0.0,17.0,0.0,0.0,2.0,17.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
Siskiyou,256.0,58.0,250.0,139.0,1.0,11.0,12.0,0.0,100.0,100.0,0.0,36.0,36.0,0.0,64.0,64.0,0.0,2.0,2.0,0.0,11.0,11.0,9.0,241.0,250.0,5.0,92.0,97.0,4.0,81.0,85.0,1.0,1.0,2.0,0.0,10.0,10.0,4.0,149.0,153.0,339.0,2546.0,2885.0,339.0,2546.0,2885.0,0.0,0.0,0.0,24.0,298.0,322.0,10.0,0.0,0.0,129.0,0.0,0.0,10.0,129.0,139.0,-13.0,13.0,0.0,2.0,3.0,5.0,0.0,21.0,21.0,25.0,132.0,157.0,363.0,2844.0,3207.0,361.0,2837.0,3198.0,6723.0,0.0,10.0,2.0,6.0,8.0,2.0,0.0,0.0,1.0,1.0,19.0,272.0,291.0,0.0,0.0,0.0,344.0,2572.0,2916.0,35.0,177.0,212.0,35.0,0.0,0.0,171.0,1.0,0.0,35.0,172.0,207.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,
Solano,1712.0,449.0,1452.0,880.0,2.0,34.0,36.0,0.0,433.0,433.0,0.0,131.0,131.0,0.0,302.0,302.0,0.0,61.0,61.0,0.0,139.0,139.0,28.0,802.0,830.0,18.0,430.0,448.0,17.0,421.0,438.0,1.0,7.0,8.0,0.0,2.0,2.0,10.0,372.0,382.0,2390.0,17973.0,20363.0,2406.0,17767.0,20173.0,-16.0,206.0,190.0,151.0,1883.0,2034.0,57.0,0.0,0.0,807.0,11.0,5.0,57.0,823.0,880.0,-44.0,44.0,0.0,14.0,57.0,71.0,3.0,116.0,119.0,121.0,843.0,964.0,2541.0,19856.0,22397.0,2519.0,19618.0,22137.0,41752.0,223.0,198.0,22.0,173.0,195.0,91.0,67.0,0.0,65.0,65.0,128.0,1995.0,2123.0,0.0,5.0,5.0,2413.0,17861.0,20274.0,203.0,1138.0,1341.0,198.0,3.0,0.0,1086.0,12.0,4.0,201.0,1102.0,1303.0,2.0,0.0,0.0,34.0,2.0,0.0,2.0,36.0,38.0,0.0,1.0,1.0,
Sonoma,1583.0,424.0,1469.0,805.0,0.0,46.0,46.0,3.0,605.0,608.0,3.0,599.0,602.0,0.0,6.0,6.0,0.0,64.0,64.0,0.0,56.0,56.0,4.0,1282.0,1286.0,3.0,325.0,328.0,3.0,165.0,168.0,0.0,96.0,96.0,0.0,64.0,64.0,1.0,957.0,958.0,1423.0,15971.0,17394.0,1420.0,15908.0,17328.0,3.0,63.0,66.0,40.0,1433.0,1473.0,40.0,1.0,0.0,744.0,16.0,4.0,41.0,764.0,805.0,-39.0,39.0,0.0,6.0,14.0,20.0,12.0,191.0,203.0,20.0,425.0,445.0,1463.0,17404.0,18867.0,1421.0,17119.0,18540.0,33615.0,23.0,306.0,40.0,225.0,265.0,74.0,4.0,2.0,60.0,62.0,101.0,1701.0,1802.0,0.0,0.0,0.0,1362.0,15703.0,17065.0,94.0,882.0,976.0,87.0,3.0,0.0,741.0,11.0,2.0,90.0,754.0,844.0,4.0,0.0,0.0,126.0,2.0,0.0,4.0,128.0,132.0,0.0,0.0,0.0,
Stanislaus,3533.0,908.0,3409.0,2213.0,3.0,45.0,48.0,0.0,1024.0,1024.0,0.0,617.0,617.0,0.0,407.0,407.0,0.0,10.0,10.0,0.0,172.0,172.0,88.0,3320.0,3408.0,49.0,1373.0,1422.0,43.0,1258.0,1301.0,5.0,63.0,68.0,1.0,52.0,53.0,39.0,1947.0,1986.0,5302.0,33735.0,39037.0,5303.0,33737.0,39040.0,-1.0,-2.0,-3.0,279.0,3261.0,3540.0,112.0,2.0,0.0,2086.0,11.0,2.0,114.0,2099.0,2213.0,-47.0,47.0,0.0,26.0,55.0,81.0,40.0,293.0,333.0,146.0,767.0,913.0,5581.0,36996.0,42577.0,5552.0,36785.0,42337.0,88556.0,18.0,225.0,29.0,178.0,207.0,36.0,5.0,0.0,33.0,33.0,387.0,3556.0,3943.0,0.0,0.0,0.0,5194.0,33440.0,38634.0,371.0,1570.0,1941.0,367.0,3.0,0.0,1544.0,11.0,1.0,370.0,1556.0,1926.0,1.0,0.0,0.0,14.0,0.0,0.0,1.0,14.0,15.0,0.0,0.0,0.0,
Sutter,510.0,138.0,451.0,238.0,0.0,5.0,5.0,0.0,184.0,184.0,0.0,64.0,64.0,0.0,120.0,120.0,0.0,4.0,4.0,0.0,29.0,29.0,21.0,429.0,450.0,18.0,161.0,179.0,16.0,142.0,158.0,1.0,8.0,9.0,1.0,11.0,12.0,3.0,268.0,271.0,657.0,4622.0,5279.0,657.0,4622.0,5279.0,0.0,0.0,0.0,15.0,455.0,470.0,23.0,0.0,0.0,211.0,2.0,2.0,23.0,215.0,238.0,-32.0,32.0,0.0,8.0,29.0,37.0,1.0,46.0,47.0,15.0,133.0,148.0,672.0,5077.0,5749.0,656.0,5007.0,5663.0,13065.0,8.0,78.0,16.0,57.0,73.0,13.0,3.0,0.0,13.0,13.0,41.0,485.0,526.0,0.0,0.0,0.0,631.0,4592.0,5223.0,50.0,272.0,322.0,46.0,4.0,0.0,261.0,3.0,0.0,50.0,264.0,314.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,
Tehama,399.0,47.0,421.0,225.0,0.0,8.0,8.0,0.0,159.0,159.0,0.0,43.0,43.0,0.0,116.0,116.0,0.0,3.0,3.0,0.0,37.0,37.0,13.0,408.0,421.0,3.0,153.0,156.0,2.0,144.0,146.0,1.0,3.0,4.0,0.0,6.0,6.0,10.0,255.0,265.0,510.0,3746.0,4256.0,510.0,3746.0,4256.0,0.0,0.0,0.0,29.0,371.0,400.0,10.0,1.0,0.0,211.0,3.0,0.0,11.0,214.0,225.0,1.0,-1.0,0.0,2.0,22.0,24.0,6.0,42.0,48.0,9.0,94.0,103.0,539.0,4117.0,4656.0,538.0,4081.0,4619.0,10095.0,0.0,47.0,1.0,34.0,35.0,2.0,0.0,0.0,2.0,2.0,18.0,412.0,430.0,0.0,0.0,0.0,521.0,3705.0,4226.0,31.0,149.0,180.0,31.0,0.0,0.0,144.0,3.0,0.0,31.0,147.0,178.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
Trinity,102.0,14.0,91.0,52.0,0.0,4.0,4.0,0.0,35.0,35.0,0.0,9.0,9.0,0.0,26.0,26.0,0.0,4.0,4.0,0.0,4.0,4.0,1.0,90.0,91.0,1.0,47.0,48.0,1.0,15.0,16.0,0.0,3.0,3.0,0.0,29.0,29.0,0.0,43.0,43.0,55.0,842.0,897.0,55.0,842.0,897.0,0.0,0.0,0.0,5.0,107.0,112.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,52.0,52.0,3.0,-3.0,0.0,1.0,6.0,7.0,0.0,21.0,21.0,1.0,31.0,32.0,60.0,949.0,1009.0,60.0,949.0,1009.0,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,97.0,104.0,0.0,0.0,0.0,53.0,852.0,905.0,3.0,50.0,53.0,3.0,0.0,0.0,50.0,0.0,0.0,3.0,50.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tulare,3861.0,0.0,2721.0,2085.0,0.0,16.0,16.0,0.0,572.0,572.0,0.0,572.0,572.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,64.0,64.0,105.0,2295.0,2400.0,52.0,1042.0,1094.0,46.0,974.0,1020.0,6.0,68.0,74.0,0.0,0.0,0.0,53.0,1253.0,1306.0,7503.0,44346.0,51849.0,7317.0,44079.0,51396.0,186.0,267.0,453.0,216.0,3469.0,3685.0,174.0,1.0,0.0,1865.0,41.0,4.0,175.0,1910.0,2085.0,-76.0,76.0,0.0,4.0,55.0,59.0,54.0,444.0,498.0,59.0,984.0,1043.0,7719.0,47815.0,55534.0,7674.0,46814.0,54488.0,121891.0,248.0,950.0,43.0,792.0,835.0,257.0,13.0,2.0,209.0,211.0,320.0,3352.0,3672.0,1.0,1.0,2.0,7399.0,44463.0,51862.0,620.0,2746.0,3366.0,612.0,4.0,0.0,2590.0,53.0,8.0,616.0,2651.0,3267.0,4.0,0.0,0.0,92.0,3.0,0.0,4.0,95.0,99.0,0.0,0.0,0.0,
Tuolumne,284.0,46.0,261.0,160.0,2.0,5.0,7.0,0.0,82.0,82.0,0.0,34.0,34.0,0.0,48.0,48.0,0.0,1.0,1.0,0.0,19.0,19.0,6.0,255.0,261.0,3.0,87.0,90.0,3.0,84.0,87.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,168.0,171.0,267.0,2630.0,2897.0,267.0,2630.0,2897.0,0.0,0.0,0.0,24.0,244.0,268.0,6.0,1.0,0.0,153.0,0.0,0.0,7.0,153.0,160.0,7.0,-7.0,0.0,0.0,7.0,7.0,3.0,47.0,50.0,7.0,44.0,51.0,291.0,2874.0,3165.0,289.0,2867.0,3156.0,5456.0,1.0,6.0,2.0,4.0,6.0,5.0,0.0,0.0,3.0,3.0,21.0,261.0,282.0,13.0,116.0,129.0,270.0,2613.0,2883.0,19.0,156.0,175.0,19.0,0.0,0.0,156.0,0.0,0.0,19.0,156.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ventura,3140.0,839.0,2992.0,2006.0,0.0,44.0,44.0,0.0,886.0,886.0,0.0,306.0,306.0,0.0,580.0,580.0,0.0,76.0,76.0,0.0,100.0,100.0,36.0,1657.0,1693.0,28.0,832.0,860.0,27.0,809.0,836.0,1.0,15.0,16.0,0.0,8.0,8.0,8.0,825.0,833.0,2673.0,30986.0,33659.0,2680.0,30951.0,33631.0,-7.0,35.0,28.0,200.0,3784.0,3984.0,81.0,0.0,0.0,1900.0,15.0,10.0,81.0,1925.0,2006.0,2.0,-2.0,0.0,1.0,25.0,26.0,30.0,492.0,522.0,86.0,1344.0,1430.0,2873.0,34770.0,37643.0,2853.0,34240.0,37093.0,75662.0,45.0,505.0,20.0,337.0,357.0,255.0,0.0,0.0,193.0,193.0,147.0,3451.0,3598.0,0.0,17.0,17.0,2726.0,31319.0,34045.0,205.0,1784.0,1989.0,199.0,2.0,0.0,1701.0,19.0,1.0,201.0,1721.0,1922.0,4.0,0.0,0.0,60.0,3.0,0.0,4.0,63.0,67.0,0.0,0.0,0.0,
Yolo  a/,795.0,50.0,835.0,435.0,7.0,12.0,19.0,0.0,352.0,352.0,0.0,209.0,209.0,0.0,143.0,143.0,0.0,16.0,16.0,0.0,48.0,48.0,13.0,267.0,280.0,13.0,267.0,280.0,12.0,249.0,261.0,0.0,11.0,11.0,1.0,7.0,8.0,0.0,0.0,0.0,858.0,8843.0,9701.0,897.0,8803.0,9700.0,-39.0,40.0,1.0,63.0,837.0,900.0,23.0,1.0,0.0,405.0,4.0,2.0,24.0,411.0,435.0,-2.0,2.0,0.0,2.0,27.0,29.0,5.0,47.0,52.0,34.0,350.0,384.0,921.0,9680.0,10601.0,878.0,9464.0,10342.0,20163.0,15.0,282.0,42.0,159.0,201.0,77.0,0.0,1.0,57.0,58.0,62.0,956.0,1018.0,0.0,0.0,0.0,859.0,8724.0,9583.0,82.0,666.0,748.0,77.0,3.0,0.0,550.0,8.0,1.0,80.0,559.0,639.0,2.0,0.0,0.0,104.0,3.0,0.0,2.0,107.0,109.0,0.0,0.0,0.0,
Yuba,560.0,136.0,558.0,327.0,0.0,3.0,3.0,0.0,217.0,217.0,0.0,107.0,107.0,0.0,110.0,110.0,0.0,10.0,10.0,0.0,14.0,14.0,9.0,549.0,558.0,5.0,274.0,279.0,5.0,259.0,264.0,0.0,12.0,12.0,0.0,3.0,3.0,4.0,275.0,279.0,743.0,4952.0,5695.0,743.0,4952.0,5695.0,0.0,0.0,0.0,40.0,590.0,630.0,10.0,0.0,0.0,315.0,1.0,1.0,10.0,317.0,327.0,-1.0,1.0,0.0,5.0,24.0,29.0,1.0,49.0,50.0,25.0,199.0,224.0,783.0,5542.0,6325.0,777.0,5508.0,6285.0,13490.0,1.0,44.0,6.0,28.0,34.0,6.0,0.0,0.0,6.0,6.0,29.0,584.0,613.0,0.0,0.0,0.0,754.0,4958.0,5712.0,52.0,291.0,343.0,51.0,0.0,0.0,278.0,0.0,0.0,51.0,278.0,329.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,
